,date,observer,oc,oce,source
0,2021-11-27,Yves Jongen,20.3,1.6,ExoClock observation
1,2021-11-27,Ana\xc3\xabl W\xc3\xbcnsche,18.4,1.6,ExoClock observation
2,2021-11-07,Yves Jongen,16.7,1.2,ExoClock observation
3,2020-12-01,Yves Jongen,5.1,3.2,ExoClock observation
