,date,observer,oc,oce,source
0,2022-03-18,Yves Jongen,-0.9,5.8,ExoClock observation
1,2022-03-02,Yves Jongen,-3.5,3.5,ExoClock observation
2,2022-02-07,Yves Jongen,1.9,1.7,ExoClock observation
3,2022-01-22,Ana\xc3\xabl W\xc3\xbcnsche,2.6,1.9,ExoClock observation
4,2022-01-22,Yves Jongen,-1.6,1.6,ExoClock observation
