observer,oc,oceu,ocel,date,source
Carmelo Falco,4.7,2.9,2.9,2021-07-07 10:15:12.325434368,ExoClock observation
Carmelo Falco,2.9,2.3,2.3,2021-07-07 10:13:24.325416704,ExoClock observation
Yves Jongen,3.0,0.7,0.7,2021-06-18 15:39:00.717096704,ExoClock observation
Yves jongen,3.888,0.8064,0.8064,2021-06-18 15:38:04.416000000,ETD
Yves Jongen,1.3,1.6,1.6,2021-06-15 12:31:33.782405632,ExoClock observation
Yves jongen,1.728,2.0736,2.0736,2021-06-15 12:30:16.128000000,ETD
Alessandro Nastasi,8.8,2.9,2.9,2021-05-21 11:53:04.304648704,ExoClock observation
Carmelo Falco,3.6,3.0,3.0,2021-05-21 11:47:52.304651264,ExoClock observation
Carmelo Falco,2.0,3.5,3.5,2021-05-21 11:46:16.304648704,ExoClock observation
Yves Jongen,6.7,0.9,0.9,2021-05-05 20:22:13.631041536,ExoClock observation
Anaël Wünsche,5.2,1.0,1.0,2021-05-05 20:20:43.631046912,ExoClock observation
Yves jongen,6.912,0.8064,0.8064,2021-05-05 20:20:41.279999744,ETD
Anaël wünsche,6.624,1.152,1.152,2021-05-05 20:20:23.136000000,ETD
David molina,-0.864,2.8512,2.8512,2016-07-15 11:27:55.872000000,ETD
Enrique díez alonso,-12.96,3.7872,3.7872,2016-07-15 11:15:51.840000000,ETD
Hartman et al. (2013),0.0,0.5904,0.5904,2011-06-16 23:40:00.768000000,ETD
