date,observer,oc,oceu,ocel,source
2022-03-06 09:32:52.512000256,Rene roy,-77.04,2.2032,2.2032,ETD
2019-12-07 18:04:39.072000256,Yves jongen,-1.728,1.4976,1.4976,ETD
2019-11-25 15:42:08.064000256,Ferran grau horta,19.44,3.7728,3.7728,ETD
2015-02-27 08:51:39.743999744,David molina,-8.208,2.4048,2.4048,ETD
2014-01-23 14:43:12.576000256,Benni p.,-11.376,3.8016,3.8016,ETD
2011-12-26 11:40:49.152000256,Jordi lopesino,-9.36,7.1424,7.1424,ETD
2011-12-22 11:01:37.343999744,Garcia f.,6.048,6.2784,6.2784,ETD
2011-02-10 11:59:10.752000256,Schteinman g. m.,2.304,1.6416,1.6416,ETD
2011-02-06 11:02:47.328000256,Lomoz f.,0.576,4.1472,4.1472,ETD
2011-02-06 11:00:08.352000000,Schteinman g.,-2.16,1.7712,1.7712,ETD
2007-10-26 04:46:20.640000000,"H. rauer et. al., 2009",-0.144,0.288,0.288,ETD
