observer,oc,oceu,ocel,date,source
Anaël Wünsche,1.3,0.7,0.7,2021-11-04 15:54:42.740150272,ExoClock observation
Anaël wünsche,-0.72,0.8064,0.8064,2021-11-04 15:52:37.919999744,ETD
Anaël Wünsche,1.7,0.7,0.7,2021-08-12 15:19:02.268960256,ExoClock observation
Yves Jongen,0.7,0.6,0.6,2021-08-12 15:18:02.268963840,ExoClock observation
Anaël wünsche,0.72,0.576,0.576,2021-08-12 15:18:00.864000000,ETD
Yves jongen,-0.576,0.576,0.576,2021-08-12 15:16:43.104000000,ETD
Yves Jongen,2.6,0.6,0.6,2020-11-06 16:12:58.224572416,ExoClock observation
Yves jongen,1.152,0.7776,0.7776,2020-11-06 16:11:30.623999744,ETD
Yves Jongen,1.5,0.7,0.7,2020-09-20 14:54:04.120699136,ExoClock observation
Yves jongen,0.144,0.648,0.648,2020-09-20 14:52:46.272000256,ETD
"Alfa crucis - de carvalho aguiar p., kulh d., olim e., rodrigues m.a., silva s., treü r.",-7.344,0.936,0.936,2020-09-10 12:45:45.791999744,ETD
Yves Jongen,-0.0,0.7,0.7,2020-08-14 15:34:17.753352704,ExoClock observation
Yves jongen,-0.864,0.5328,0.5328,2020-08-14 15:33:24.480000256,ETD
Mike miller,-5.904,5.2704,5.2704,2018-11-01 14:38:49.055999744,ETD
"Eduardo fernández-lajús, romina p. di sisto",-3.168,0.4608,0.4608,2017-09-17 13:40:47.136000256,ETD
"Eduardo fernández-lajús, romina p. di sisto",-3.888,0.3024,0.3024,2016-09-29 15:56:33.791999744,ETD
Evans p.,0.144,0.7056,0.7056,2014-10-24 20:33:35.423999744,ETD
Mutel r.,0.432,1.1088,1.1088,2014-10-14 18:34:13.728000000,ETD
René r.,4.032,9.864,9.864,2013-12-16 06:51:58.176000000,ETD
Evans p.,0.288,1.872,1.872,2012-09-11 19:49:49.727999744,ETD
Nikolov et al. 2015,-0.3,0.1,0.1,2012-07-23 09:51:32.682521088,ExoClock literature
Nikolov et al. 2015,-0.3,0.2,0.2,2012-06-16 10:33:16.315209472,ExoClock literature
Nikolov et al. 2015,0.0,0.2,0.2,2012-06-09 17:13:53.157473792,ExoClock literature
"Wade dauberman, raymond simons, tanya dax",-3.456,0.7056,0.7056,2011-10-01 15:22:09.696000000,ETD
Tan tg,-1.728,0.7488,0.7488,2011-07-06 06:08:03.839999744,ETD
Fernando tifner,-1.872,0.8064,0.8064,2010-11-09 14:59:01.248000256,ETD
Milne g.,-0.864,0.5472,0.5472,2010-10-07 00:21:37.728000000,ETD
Dragomir et al. 2011,-0.5,0.8,0.8,2010-09-06 18:23:22.597542144,ExoClock literature
"Dragomir et al., 2011",-0.576,0.8352,0.8352,2010-09-06 18:23:20.544000256,ETD
Tregloan-Reed et al. 2015,-0.2,0.1,0.1,2010-07-31 19:05:24.230173184,ExoClock literature
Sauer t.,-0.576,0.5184,0.5184,2010-07-11 15:05:57.695999744,ETD
Baluev et al. 2019,-0.5,0.1,0.1,2010-07-01 13:06:31.020557312,ExoClock literature
Sauer t.,-1.584,0.4464,0.4464,2010-07-01 13:05:22.560000256,ETD
Tiffner,-0.432,1.008,1.008,2009-09-25 13:59:39.840000256,ETD
"Schwieterman e., addison b.",-7.344,1.0368,1.0368,2009-09-08 18:33:31.392000000,ETD
Tregloan-Reed et al. 2015,-0.1,0.2,0.2,2009-08-29 16:41:12.345377536,ExoClock literature
Tregloan-Reed et al. 2015,-0.2,0.2,0.2,2009-08-02 19:22:21.714575872,ExoClock literature
Tregloan-Reed et al. 2015,-0.1,0.3,0.3,2009-06-26 20:04:11.347272192,ExoClock literature
Dragomir et al. 2011,0.5,0.2,0.2,2008-06-15 09:42:22.516323840,ExoClock literature
Gillon et al. 2009,0.6,0.2,0.2,2008-05-09 10:24:12.148979968,ExoClock literature
M. gillon et al.,-0.576,0.144,0.144,2008-05-09 10:23:02.688000256,ETD
Kammer et al. 2015,0.9,0.2,0.2,2007-11-20 00:32:30.627721728,ExoClock literature
