observer,oc,oceu,ocel,date,source
jean pascal vignes,-1.2,0.9,0.9,2022-04-30 08:43:04.316713984,ExoClock observation
Vignes jean pascal,-2.16,0.792,0.792,2022-04-29 13:10:42.239999744,ETD
Carl r knight,-0.864,0.2448,0.2448,2022-04-27 22:09:11.519999744,ETD
Paolo Arcangelo Matassa,1.9,3.0,3.0,2022-04-17 08:23:43.665596672,ExoClock observation
Efrem Frigeni,1.6,1.2,1.2,2022-04-17 08:23:25.665613824,ExoClock observation
Martin Mifsud,-1.7,0.9,0.9,2022-04-08 09:34:41.842942464,ExoClock observation
Paolo Arcangelo Matassa,-2.7,4.3,4.3,2022-04-04 07:56:41.014450176,ExoClock observation
Francesco Conti,-3.9,1.7,1.7,2022-04-04 07:55:29.014438400,ExoClock observation
Bernhard Wenzel,1.2,1.6,1.6,2022-03-26 09:15:09.191809536,ExoClock observation
Anaël Wünsche,0.6,0.4,0.4,2022-03-26 09:14:33.191803648,ExoClock observation
Bernhard wenzel,-1.44,1.8576,1.8576,2022-03-26 09:12:29.952000000,ETD
Claudio Lopresti,-2.3,1.9,1.9,2022-03-22 07:34:38.363326208,ExoClock observation
Leon Bewersdorff,-0.4,0.2,0.2,2022-03-16 14:56:43.203481344,ExoClock observation
Paolo Arcangelo Matassa,-0.6,1.6,1.6,2022-03-13 08:50:54.540677376,ExoClock observation
Leon Bewersdorff,-0.8,0.4,0.4,2022-03-13 08:50:42.540702208,ExoClock observation
Antonio Marino,-1.2,1.3,1.3,2022-03-13 08:50:18.540671488,ExoClock observation
Anaël wünsche,-3.312,0.3888,0.3888,2022-03-04 10:02:46.176000000,ETD
Jacques Michelet,0.0,0.7,0.7,2022-03-03 14:34:40.552317184,ExoClock observation
Neil Dodd,-0.3,0.7,0.7,2022-03-03 14:34:22.552334336,ExoClock observation
Sebastien Brouillard,-1.4,1.2,1.2,2022-03-03 14:33:16.552330240,ExoClock observation
F. lomoz,-2.016,1.0368,1.0368,2022-02-27 12:55:37.632000256,ETD
Josh Jones,-2.1,1.2,1.2,2022-02-17 18:38:43.735494912,ExoClock observation
"Nahurna a., solomakha m., lobodenko m., baransky a.",-0.72,0.72,0.72,2022-02-14 12:34:25.824000256,ETD
jean pascal vignes,-1.9,0.4,0.4,2022-02-09 15:24:54.078558720,ExoClock observation
Andre Kovacs,0.5,0.3,0.3,2022-02-08 19:55:53.912834816,ExoClock observation
Ivo Peretto,-1.1,0.6,0.6,2022-02-06 09:20:05.415750912,ExoClock observation
Miguel angel alava,-0.576,1.6272,1.6272,2022-02-05 13:49:14.303999744,ETD
Paolo Arcangelo Matassa,-1.1,1.0,1.0,2022-02-02 07:43:04.587255040,ExoClock observation
Kevin Johnson,0.4,1.4,1.4,2022-01-27 15:04:45.427379712,ExoClock observation
Stefano Lora,-0.6,2.4,2.4,2022-01-27 15:03:45.427383296,ExoClock observation
Andre Kovacs,-0.1,2.2,2.2,2022-01-26 19:32:51.261674240,ExoClock observation
Yves Jongen,-0.4,0.6,0.6,2022-01-24 08:58:20.764609792,ExoClock observation
Yves jongen,-1.152,0.4608,0.4608,2022-01-23 13:26:07.584000000,ETD
Roger Dymock,2.9,2.4,2.4,2022-01-21 22:27:26.267500544,ExoClock observation
Miguel angel alava,-9.648,1.3392,1.3392,2022-01-14 14:32:15.936000000,ETD
Miguel angel alava,-8.784,1.44,1.44,2022-01-05 15:47:45.024000000,ETD
Andre Kovacs,-2.6,1.9,1.9,2021-12-04 22:29:10.491477504,ExoClock observation
