observer,oc,oceu,ocel,date,source
Yves jongen,8.352,1.8,1.8,2021-07-27 14:12:19.296000256,ETD
Yves Jongen,-2.8,1.6,1.6,2021-07-27 14:11:53.683207424,ExoClock observation
John Savage,1.8,2.9,2.9,2021-06-08 12:00:24.278444032,ExoClock observation
Yves jongen,-2627.712,3.3264,3.3264,2021-05-28 17:46:25.248000256,ETD
Yves jongen,23.76,2.4624,2.4624,2018-06-15 12:06:45.216000256,ETD
Anaël Wünsche,-0.4,1.4,1.4,2018-06-15 11:50:23.299205376,ExoClock observation
Marc bretton,6.192,1.4112,1.4112,2018-06-15 11:49:11.135999744,ETD
F. lomoz,0.72,4.5792,4.5792,2018-06-15 11:43:42.815999744,ETD
F. lomoz,7.344,2.9952,2.9952,2017-06-14 12:23:56.831999744,ETD
Manfred raetz,-2.304,1.1664,1.1664,2017-06-14 12:14:24.000000256,ETD
F. lomoz,-5.184,13.5072,13.5072,2017-06-14 12:11:28.608000000,ETD
František lomoz,7.488,4.3056,4.3056,2016-06-22 11:11:40.415999744,ETD
František lomoz,-3.456,4.0608,4.0608,2016-06-22 11:00:48.096000256,ETD
Hartman et al. (2013),0.0,0.6768,0.6768,2011-05-19 08:04:30.144000000,ETD
