date,observer,oc,oce,source
2022-02-02,Ana\xc3\xabl W\xc3\xbcnsche,2.5,0.6,ExoClock observation
2022-01-24,Ana\xc3\xabl W\xc3\xbcnsche,-1.2,0.7,ExoClock observation
2021-03-28,Yves Jongen,0.5,0.6,ExoClock observation
2021-03-05,Yves Jongen,1.0,0.6,ExoClock observation
2020-12-30,Yves Jongen,-0.2,0.9,ExoClock observation
2020-12-07,Yves Jongen,-0.4,0.7,ExoClock observation
2020-11-14,Yves Jongen,-0.2,1.0,ExoClock observation
2018-01-01,Bourrier et al. 2020,-0.1,0.2,ExoClock literature
2016-11-12,Evans et al. 2018,0.3,0.3,ExoClock literature
2016-11-06,Evans et al. 2018,0.8,0.3,ExoClock literature
2016-10-24,Evans et al. 2018,-0.4,0.3,ExoClock literature
2016-02-06,Tsiaras et al. 2018,-0.1,0.2,ExoClock literature
2013-12-09,Delrez et al. 2016,-0.0,0.2,ExoClock literature
