date,observer,oc,oce,source
2022-03-22,Claudio Lopresti,-2.3,1.9,ExoClock observation
2022-03-13,Paolo Arcangelo Matassa,-0.6,1.6,ExoClock observation
2022-03-13,Antonio Marino,-1.2,1.3,ExoClock observation
2022-03-13,Leon Bewersdorff,-0.8,0.4,ExoClock observation
2022-03-04,Jacques Michelet,0.0,0.7,ExoClock observation
2022-03-04,Sebastien Brouillard,-1.4,1.2,ExoClock observation
2022-03-04,Neil Dodd,-0.3,0.7,ExoClock observation
2022-02-18,Josh Jones,-2.1,1.2,ExoClock observation
2022-02-10,jean pascal vignes,-1.9,0.4,ExoClock observation
2022-02-09,Andre Kovacs,0.5,0.3,ExoClock observation
2022-02-06,Ivo Peretto,-1.1,0.6,ExoClock observation
2022-02-02,Paolo Arcangelo Matassa,-1.1,1.0,ExoClock observation
2022-01-28,Stefano Lora,-0.6,2.6,ExoClock observation
2022-01-28,Kevin Johnson,0.4,1.4,ExoClock observation
2022-01-27,Andre Kovacs,-0.1,2.2,ExoClock observation
2022-01-24,Yves Jongen,-0.4,0.6,ExoClock observation
2022-01-22,Roger Dymock,2.9,2.4,ExoClock observation
2021-12-05,Andre Kovacs,-2.6,1.9,ExoClock observation
2021-12-02,aziz kaeouach,-0.8,0.7,ExoClock observation
2021-05-03,Dominique DANIEL,-1.4,1.0,ExoClock observation
2021-04-11,Ana\xc3\xabl W\xc3\xbcnsche,0.7,0.6,ExoClock observation
2021-04-07,Val\xc3\xa8re Perroud,-1.7,2.3,ExoClock observation
2021-04-07,T\xc3\xb5nis Eenm\xc3\xa4e,-1.9,1.2,ExoClock observation
2021-03-20,Yves Jongen,0.5,0.7,ExoClock observation
2021-03-20,Didier Laloum,-2.6,1.6,ExoClock observation
2021-03-11,Andre Kovacs,-2.1,2.9,ExoClock observation
2021-03-07,Ivo Peretto,-0.5,0.3,ExoClock observation
2021-03-07,Claudio Lopresti,-1.4,0.9,ExoClock observation
2021-03-03,Leon Bewersdorff,3.0,1.4,ExoClock observation
2021-03-03,Leon Bewersdorff,0.9,3.6,ExoClock observation
2021-02-21,Roger Dymock,-1.2,1.9,ExoClock observation
2021-02-21,Andre Kovacs,0.5,1.3,ExoClock observation
2021-02-13,Claudio Lopresti,1.4,1.0,ExoClock observation
2021-02-08,Yves Jongen,0.5,0.4,ExoClock observation
2021-01-26,Yves Jongen,0.6,0.4,ExoClock observation
2021-01-23,Kuldip Vora,-3.8,1.6,ExoClock observation
2021-01-17,Yves Jongen,0.6,0.6,ExoClock observation
2020-12-27,Jean-Claude MARIO,-0.4,0.7,ExoClock observation
2020-12-17,Martin Fowler,3.8,1.7,ExoClock observation
2020-11-30,Yves Jongen,0.4,0.4,ExoClock observation
2020-11-25,Roger Dymock,-5.8,2.7,ExoClock observation
2020-04-23,Mauro Cal\xc3\xb3,1.1,1.0,ExoClock observation
2020-04-23,Alberto Tomatis,-1.0,0.6,ExoClock observation
2020-04-14,Geoffrey Thurston,-1.7,1.2,ExoClock observation
2020-04-14,Jean-Baptiste Marquette,-1.9,1.3,ExoClock observation
2020-04-14,Ana\xc3\xabl W\xc3\xbcnsche,0.0,0.7,ExoClock observation
2020-04-14,Martin Crow,-0.9,1.3,ExoClock observation
2020-04-14,Ana\xc3\xabl W\xc3\xbcnsche,-1.3,0.4,ExoClock observation
2020-04-10,Francois Hurter,-3.8,1.0,ExoClock observation
2020-04-01,Francois Hurter,-2.2,1.3,ExoClock observation
2020-03-23,Geoffrey Thurston,0.9,0.7,ExoClock observation
2020-03-19,Claudio Lopresti,0.4,1.3,ExoClock observation
2020-03-19,Mauro Cal\xc3\xb3,-1.2,0.9,ExoClock observation
2020-03-14,Ana\xc3\xabl W\xc3\xbcnsche,-2.1,0.3,ExoClock observation
2020-02-25,Martin Fowler,0.0,2.6,ExoClock observation
2020-02-17,Stephen Futcher,-0.1,0.4,ExoClock observation
2020-01-25,Roger Dymock,-1.5,1.7,ExoClock observation
2020-01-18,Mark Phillips,-1.8,1.2,ExoClock observation
2019-12-31,Pavel Pintr,1.4,0.9,ExoClock observation
2019-03-27,Ana\xc3\xabl W\xc3\xbcnsche,3.3,0.9,ExoClock observation
2019-02-12,Ana\xc3\xabl W\xc3\xbcnsche,1.4,0.4,ExoClock observation
2017-03-16,Ana\xc3\xabl W\xc3\xbcnsche,-1.8,0.9,ExoClock observation
2016-02-04,Hoyer et al. 2016,0.6,0.6,ExoClock literature
2015-11-13,Esposito et al. 2017,1.5,0.2,ExoClock literature
2015-05-01,Hoyer et al. 2016,-0.1,0.8,ExoClock literature
2015-04-14,Ana\xc3\xabl W\xc3\xbcnsche,3.4,0.9,ExoClock observation
2015-03-18,Ana\xc3\xabl W\xc3\xbcnsche,-0.6,0.4,ExoClock observation
2015-02-11,Hoyer et al. 2016,-0.2,0.3,ExoClock literature
2015-02-11,Hoyer et al. 2016,-0.6,0.4,ExoClock literature
2015-01-19,Jiang et al. 2016,-1.1,0.3,ExoClock literature
2015-01-15,Jiang et al. 2016,-2.1,0.4,ExoClock literature
2015-01-06,Jiang et al. 2016,-0.5,0.3,ExoClock literature
2014-12-29,Hoyer et al. 2016,-0.0,0.3,ExoClock literature
2014-12-29,Hoyer et al. 2016,-1.0,0.6,ExoClock literature
2014-12-24,Jiang et al. 2016,-1.5,0.4,ExoClock literature
2014-06-25,Hoyer et al. 2016,-0.4,0.7,ExoClock literature
2014-05-26,Hoyer et al. 2016,0.0,1.5,ExoClock literature
2014-05-26,Hoyer et al. 2016,-0.2,1.3,ExoClock literature
2014-05-13,Hoyer et al. 2016,0.3,0.7,ExoClock literature
2014-05-13,Hoyer et al. 2016,-0.4,0.4,ExoClock literature
2014-05-08,Hoyer et al. 2016,0.3,0.4,ExoClock literature
2014-05-08,Hoyer et al. 2016,-0.6,0.6,ExoClock literature
2014-04-30,Hoyer et al. 2016,-0.4,0.5,ExoClock literature
2014-04-07,Jiang et al. 2016,-0.6,0.2,ExoClock literature
2014-03-16,Jiang et al. 2016,-1.5,0.7,ExoClock literature
2014-03-12,Jiang et al. 2016,-0.7,0.3,ExoClock literature
2013-05-28,Chen et al. 2014,-1.1,0.6,ExoClock literature
2013-04-20,Esposito et al. 2017,-0.0,0.1,ExoClock literature
2013-04-15,Esposito et al. 2017,0.7,0.2,ExoClock literature
2013-04-05,Chen et al. 2014,1.0,0.9,ExoClock literature
2013-03-16,Chen et al. 2014,0.3,1.8,ExoClock literature
2013-02-12,Chen et al. 2014,-1.3,3.1,ExoClock literature
2013-02-05,Chen et al. 2014,0.6,1.2,ExoClock literature
2013-02-03,Chen et al. 2014,0.3,1.3,ExoClock literature
2013-01-09,Murgas et al. 2014,0.6,0.1,ExoClock literature
2013-01-09,Murgas et al. 2014,0.5,0.1,ExoClock literature
2012-12-27,Chen et al. 2014,-0.3,1.9,ExoClock literature
2012-12-22,Chen et al. 2014,-1.5,3.6,ExoClock literature
2012-04-18,Murgas et al. 2014,1.4,0.2,ExoClock literature
2012-03-28,Chen et al. 2014,1.5,1.3,ExoClock literature
2012-03-24,Jiang et al. 2016,0.4,0.8,ExoClock literature
2012-03-19,Chen et al. 2014,2.1,2.0,ExoClock literature
2012-03-14,Chen et al. 2014,1.8,2.6,ExoClock literature
2012-03-14,Chen et al. 2014,-0.4,0.9,ExoClock literature
2012-03-10,Chen et al. 2014,0.5,1.2,ExoClock literature
2012-03-10,Chen et al. 2014,-0.3,1.5,ExoClock literature
2012-03-10,Chen et al. 2014,-0.4,1.5,ExoClock literature
2012-03-10,Chen et al. 2014,1.2,1.1,ExoClock literature
2012-02-26,Chen et al. 2014,0.3,1.7,ExoClock literature
2012-02-26,Chen et al. 2014,1.0,0.8,ExoClock literature
2012-02-26,Chen et al. 2014,0.5,1.5,ExoClock literature
2012-02-26,Chen et al. 2014,0.5,2.2,ExoClock literature
2012-02-22,Murgas et al. 2014,0.8,0.8,ExoClock literature
2012-02-22,Chen et al. 2014,0.9,1.3,ExoClock literature
2012-02-22,Chen et al. 2014,0.2,0.8,ExoClock literature
2012-02-09,Murgas et al. 2014,0.9,0.5,ExoClock literature
2012-01-18,Chen et al. 2014,-0.9,2.8,ExoClock literature
2012-01-13,Chen et al. 2014,0.7,1.0,ExoClock literature
2012-01-08,Chen et al. 2014,-0.5,0.2,ExoClock literature
2012-01-08,Chen et al. 2014,-0.5,0.1,ExoClock literature
2012-01-08,Chen et al. 2014,0.4,0.4,ExoClock literature
2012-01-08,Chen et al. 2014,0.4,0.3,ExoClock literature
2012-01-08,Chen et al. 2014,0.3,0.3,ExoClock literature
2012-01-08,Chen et al. 2014,0.2,0.2,ExoClock literature
2012-01-08,Chen et al. 2014,0.1,0.1,ExoClock literature
2012-01-08,Chen et al. 2014,-0.1,0.1,ExoClock literature
2012-01-08,Chen et al. 2014,-0.1,0.3,ExoClock literature
2012-01-08,Chen et al. 2014,-0.2,0.1,ExoClock literature
2012-01-06,Chen et al. 2014,-0.5,0.5,ExoClock literature
2011-12-22,Murgas et al. 2014,0.8,0.3,ExoClock literature
2011-11-26,Esposito et al. 2017,1.6,0.3,ExoClock literature
2011-06-14,Gillon et al. 2012,0.7,0.2,ExoClock literature
2011-05-19,Gillon et al. 2012,0.8,0.2,ExoClock literature
2011-05-10,Gillon et al. 2012,0.4,0.2,ExoClock literature
2011-05-07,Sun et al. 2018,0.4,3.2,ExoClock literature
2011-05-01,Gillon et al. 2012,0.9,0.3,ExoClock literature
2011-04-24,Sun et al. 2018,1.0,0.9,ExoClock literature
2011-04-18,Gillon et al. 2012,-0.4,0.4,ExoClock literature
2011-04-14,Gillon et al. 2012,-0.2,0.3,ExoClock literature
2011-04-01,Gillon et al. 2012,-1.4,0.3,ExoClock literature
2011-03-23,Gillon et al. 2012,0.2,0.3,ExoClock literature
2011-03-22,Gillon et al. 2012,-0.8,0.2,ExoClock literature
2011-03-09,Gillon et al. 2012,0.8,0.2,ExoClock literature
2011-02-15,Gillon et al. 2012,-0.8,0.2,ExoClock literature
2011-02-07,Gillon et al. 2012,-0.7,0.2,ExoClock literature
2011-01-29,Gillon et al. 2012,-0.2,0.2,ExoClock literature
2011-01-24,Gillon et al. 2012,0.3,0.6,ExoClock literature
2011-01-20,Gillon et al. 2012,-0.6,0.2,ExoClock literature
2011-01-15,Gillon et al. 2012,0.2,0.2,ExoClock literature
2011-01-07,Gillon et al. 2012,-0.9,0.3,ExoClock literature
2011-01-02,Gillon et al. 2012,-0.5,0.3,ExoClock literature
2010-12-29,Gillon et al. 2012,0.3,0.2,ExoClock literature
2010-12-29,Gillon et al. 2012,-0.5,0.3,ExoClock literature
2010-12-20,Gillon et al. 2012,-0.3,0.2,ExoClock literature
2010-12-16,Gillon et al. 2012,-0.3,0.3,ExoClock literature
2010-12-07,Gillon et al. 2012,-0.6,0.6,ExoClock literature
2010-11-28,Hoyer et al. 2016,-0.1,0.1,ExoClock literature
2010-11-28,Hellier et al. 2011,-0.2,0.2,ExoClock literature
