,date,observer,oc,oce,source
0,2021-07-28,Carmelo Falco,-3.3,2.9,ExoClock observation
1,2021-07-10,Yves Jongen,-1.2,0.7,ExoClock observation
2,2021-07-07,Yves Jongen,-1.5,1.0,ExoClock observation
3,2021-07-04,Yves Jongen,-1.2,2.0,ExoClock observation
4,2021-06-12,Yves Jongen,-2.8,1.6,ExoClock observation
5,2021-06-09,Yves Jongen,-2.9,1.4,ExoClock observation
6,2021-05-12,Yves Jongen,0.6,1.6,ExoClock observation
