date,observer,oc,oce,source
2022-01-27,Adrian Jones,-3.8,2.0,ExoClock observation
2022-01-27,Mark Salisbury,-3.7,1.2,ExoClock observation
2022-01-27,Simon Dawes,-2.0,4.3,ExoClock observation
2022-01-11,Giorgio Baj,2.3,2.3,ExoClock observation
2021-12-10,Adrian Jones,-3.4,2.6,ExoClock observation
2021-12-10,Fran Campos,1.2,2.3,ExoClock observation
2021-11-21,Harri Kiiskinen,-1.9,4.3,ExoClock observation
2021-11-21,Martin Crow,-1.9,4.3,ExoClock observation
2021-03-01,Fabio Mortari,3.7,2.2,ExoClock observation
2020-11-23,Yves Jongen,-1.3,2.4,ExoClock observation
2020-11-07,Yves Jongen,1.4,2.3,ExoClock observation
2020-11-07,Mauro Cal\xc3\xb3,-3.7,2.3,ExoClock observation
2020-11-03,Martin Crow,0.5,3.2,ExoClock observation
2020-11-03,Simon Dawes,1.5,3.0,ExoClock observation
2020-11-03,Adrian Jones,-1.9,4.3,ExoClock observation
2020-11-03,Martin Smith,-3.4,7.2,ExoClock observation
2020-10-22,Carmelo Falco,-1.5,2.2,ExoClock observation
2020-10-22,Adrian Jones,2.5,2.7,ExoClock observation
2020-03-15,Alberto Tomatis,-0.7,3.5,ExoClock observation
2020-02-28,Mauro Cal\xc3\xb3,4.2,1.7,ExoClock observation
2020-02-28,Alessandro Nastasi,3.0,2.3,ExoClock observation
2020-02-28,Alberto Tomatis,2.2,2.0,ExoClock observation
2020-01-24,Alessandro Nastasi,-2.5,1.2,ExoClock observation
2020-01-08,Ana\xc3\xabl W\xc3\xbcnsche,-1.0,1.7,ExoClock observation
2012-12-01,Turner et al. 2017,2.1,2.2,ExoClock literature
2009-02-02,Winn et al. 2009,0.6,0.6,ExoClock literature
2008-02-29,H\xc3\xa9brard et al. 2008,2.9,3.7,ExoClock literature
2008-02-17,Winn et al. 2008,-1.5,1.3,ExoClock literature
2008-02-10,Winn et al. 2008,-3.6,1.7,ExoClock literature
2008-01-16,Winn et al. 2008,1.6,1.0,ExoClock literature
2008-01-13,Winn et al. 2008,1.6,1.7,ExoClock literature
2007-12-31,Winn et al. 2008,0.4,0.5,ExoClock literature
2007-12-15,Garai et al. 2017,-0.1,0.3,ExoClock literature
2007-12-15,Winn et al. 2008,-1.1,1.0,ExoClock literature
2007-11-07,Winn et al. 2008,-1.2,2.3,ExoClock literature
2007-10-25,Winn et al. 2008,-0.6,1.0,ExoClock literature
2007-10-22,Winn et al. 2008,-0.6,2.4,ExoClock literature
2007-10-18,Winn et al. 2008,-1.0,1.9,ExoClock literature
2007-10-09,Winn et al. 2008,-1.6,3.8,ExoClock literature
2007-10-09,Winn et al. 2008,-1.3,1.6,ExoClock literature
2007-09-17,Winn et al. 2008,4.6,2.5,ExoClock literature
2006-10-16,Johns-Krull et al. 2008,2.0,5.5,ExoClock literature
