observer,oc,oceu,ocel,date,source
Stephen Futcher,-123.8,2.7,2.7,2021-09-29 08:01:50.976035840,ExoClock observation
Mauro Caló,-128.6,5.8,5.8,2021-09-08 08:54:12.192029440,ExoClock observation
Claudio Lopresti,-120.4,8.6,8.6,2021-09-02 09:18:43.968033536,ExoClock observation
Anaël Wünsche,-119.9,4.3,4.3,2021-08-30 09:27:23.856020224,ExoClock observation
Claudio Lopresti,-125.7,8.6,8.6,2021-08-30 09:21:35.856016896,ExoClock observation
Adrian Jones,-117.0,2.6,2.6,2021-08-27 09:38:27.744030720,ExoClock observation
Carmelo Falco,-124.6,2.0,2.0,2021-08-27 09:30:51.744009472,ExoClock observation
Carmelo Falco,-121.9,4.3,4.3,2021-08-24 09:41:43.632004608,ExoClock observation
Claudio Lopresti,-120.0,4.3,4.3,2021-08-21 09:51:47.520018432,ExoClock observation
Carmelo Falco,-122.8,2.7,2.7,2021-08-21 09:48:59.520044544,ExoClock observation
Yves Jongen,-106.5,8.6,8.6,2021-08-18 10:13:27.408039168,ExoClock observation
Yves jongen,-31.392,3.2112,3.2112,2021-08-18 09:42:35.712000256,ETD
Martin Crow,-114.2,4.3,4.3,2021-08-12 10:22:05.184027904,ExoClock observation
Carmelo Falco,-121.4,4.3,4.3,2021-08-12 10:14:53.184037632,ExoClock observation
Dimitrios Deligeorgopoulos,-122.8,8.6,8.6,2021-08-12 10:13:29.184050432,ExoClock observation
Carmelo Falco,-125.7,5.8,5.8,2021-08-12 10:10:35.184028672,ExoClock observation
Yves Jongen,-113.9,1.9,1.9,2021-08-09 10:30:33.072039424,ExoClock observation
Yves jongen,-14.112,2.0736,2.0736,2021-08-09 10:24:36.864000000,ETD
Yves Jongen,-122.8,1.3,1.3,2021-08-06 10:29:48.960027648,ExoClock observation
Yves jongen,-24.192,1.4832,1.4832,2021-08-06 10:22:44.544000256,ETD
Yves jongen,-21.456,2.5488,2.5488,2021-07-28 10:50:11.328000256,ETD
Adrian Jones,-125.3,5.8,5.8,2021-07-22 11:08:08.400019712,ExoClock observation
Gonzalo fornas,-59.04,16.8912,16.8912,2021-07-22 10:29:04.704000256,ETD
Gonzalo fornas,82.656,5.8464,5.8464,2021-07-19 12:58:55.488000000,ETD
Adrian Jones,-119.2,2.3,2.3,2021-07-19 11:22:24.288034816,ExoClock observation
Leon Bewersdorff,-121.9,4.3,4.3,2021-07-19 11:19:42.288028416,ExoClock observation
F. lomoz,-76.608,38.1888,38.1888,2021-07-10 10:44:22.272000256,ETD
Yves jongen,-5.904,3.024,3.024,2021-07-07 12:03:20.448000000,ETD
Jean plazas,-34.128,5.5728,5.5728,2021-06-13 12:41:00.672000000,ETD
Claudio Lopresti,-55.4,8.6,8.6,2014-08-03 07:58:07.200021760,ExoClock observation
Claudio Lopresti,-50.2,8.6,8.6,2014-07-28 08:19:38.976036608,ExoClock observation
Claudio Lopresti,-49.7,7.2,7.2,2014-07-25 08:28:18.864023296,ExoClock observation
"Palladino s., poelarends j. a.",0.0,2.592,2.592,2012-06-12 19:51:13.536000000,ETD
Zambelli r.,5.472,2.3328,2.3328,2011-10-02 07:36:14.112000256,ETD
Naves r.,-0.576,1.6128,1.6128,2011-07-07 11:28:45.984000000,ETD
Gandolfi et al. 2010,0.0,0.432,0.432,2008-05-10 16:17:45.599999744,ETD
