observer,oc,oceu,ocel,date,source
Dominique DANIEL,-3.5,1.9,1.9,2021-10-26 08:30:14.288663808,ExoClock observation
Dominique daniel,-7.2,2.1456,2.1456,2021-10-26 08:26:32.063999744,ETD
"Francesco scaggiante, danilo zardin,marco fiaschi",-4.176,1.728,1.728,2020-10-18 09:38:26.880000256,ETD
Mauro Caló,-4.6,2.7,2.7,2020-10-13 08:40:33.872669952,ExoClock observation
Yves Jongen,-0.6,1.3,1.3,2020-08-31 12:36:15.572146432,ExoClock observation
Yves jongen,-2.592,1.3392,1.3392,2020-08-31 12:34:19.776000256,ETD
Francois Regembal,-3.3,3.3,3.3,2020-08-31 12:33:33.572140032,ExoClock observation
Jean-claude mario,-5.184,,,2020-08-31 12:31:40.799999744,ETD
Francois regembal,-19.152,2.4624,2.4624,2020-08-31 12:17:40.128000000,ETD
Danilo Sedita,2.0,1.2,1.2,2020-08-26 11:41:24.713271296,ExoClock observation
Nikolaos Paschalis,2.3,2.4,2.4,2020-08-21 10:44:15.854420480,ExoClock observation
Yves Jongen,0.4,1.7,1.7,2020-08-21 10:42:21.854394880,ExoClock observation
Martin Crow,0.1,2.0,2.0,2020-08-21 10:42:03.854412032,ExoClock observation
Yves jongen,-0.288,1.512,1.512,2020-08-21 10:41:38.976000256,ETD
Veli-pekka hentunen,-2.88,1.368,1.368,2020-08-21 10:39:02.592000000,ETD
Jean plazas,-4.896,,,2020-08-21 10:37:04.224000256,ETD
Anaël Wünsche,2.7,0.9,0.9,2019-10-11 10:54:11.174426112,ExoClock observation
Marc bretton,1.152,0.8928,0.8928,2019-10-11 10:52:35.616000000,ETD
Anaël Wünsche,0.8,2.7,2.7,2018-11-15 08:09:27.917753856,ExoClock observation
Manfred raetz,0.72,1.224,1.224,2018-11-15 08:09:20.448000000,ETD
Anael wunsche,-0.144,1.512,1.512,2018-11-15 08:08:32.927999744,ETD
V. školník,-4.176,,,2018-10-13 13:51:03.168000256,ETD
Anaël Wünsche,0.2,0.6,0.6,2018-10-03 12:00:33.617319168,ExoClock observation
Marc bretton,-1.152,0.6336,0.6336,2018-10-03 11:59:14.208000256,ETD
Robert majewski,0.432,2.0016,2.0016,2017-12-12 16:00:05.471999744,ETD
Snaevarr gudmundsson,-1.584,1.3536,1.3536,2017-11-07 09:16:00.768000256,ETD
Julia eisman and geethika malla,3.312,1.3392,1.3392,2017-10-05 15:07:28.416000256,ETD
Matthieu bachschmidt,94.032,75.9888,75.9888,2016-12-27 11:01:01.919999744,ETD
Anaël Wünsche,1.6,1.2,1.2,2016-12-27 09:28:39.680634112,ExoClock observation
Marc bretton,0.144,0.9216,0.9216,2016-12-27 09:27:14.688000256,ETD
Matthieu bachschmidt,23.616,34.56,34.56,2016-10-30 10:49:58.368000256,ETD
Bernasconi laurent,19.152,0.9936,0.9936,2016-10-30 10:45:30.528000000,ETD
Rene roy,-3.744,1.296,1.296,2016-10-30 10:22:41.952000000,ETD
Ramon naves,0.288,1.872,1.872,2016-09-07 12:23:27.456000000,ETD
Trnka j.,-0.864,1.2528,1.2528,2016-09-07 12:22:22.656000000,ETD
Marc Deldem,-2.0,1.3,1.3,2016-09-07 12:21:12.785291008,ExoClock observation
Marc deldem,-3.168,1.656,1.656,2016-09-07 12:20:06.143999744,ETD
"Francesco scaggiante, danilo zardin",8.064,2.664,2.664,2015-08-26 12:42:42.624000000,ETD
Frank robert larsen,-6.48,1.8432,1.8432,2015-08-21 11:30:46.080000256,ETD
Jens jacobsen,-4.896,2.6928,2.6928,2015-01-24 07:48:15.552000000,ETD
Alexander del re,-2.16,0.7776,0.7776,2014-10-30 15:34:21.504000000,ETD
"E. adachi, j. lowenthal, r. oconnor, j. ramirez",-5.328,1.8864,1.8864,2014-09-12 18:25:22.368000000,ETD
Gonzalez j.,18.144,1.9296,1.9296,2014-08-18 14:01:41.664000000,ETD
Benni p.,9.504,2.3184,2.3184,2013-12-04 13:03:09.503999744,ETD
Salisbury m.,-0.288,1.2672,1.2672,2013-11-14 09:03:34.272000256,ETD
Anthony ayiomamitis,-1.872,1.44,1.44,2013-11-09 08:04:30.144000000,ETD
Ayiomamitis a.,-3.456,1.1088,1.1088,2013-11-09 08:02:55.968000000,ETD
Turner et al. 2016,-1.1,1.3,1.3,2013-10-22 16:44:16.708811264,ExoClock literature
Turner et al. 2016,-1.8,1.2,1.2,2013-10-22 16:43:34.708797696,ExoClock literature
Manfred raetz,-2.736,2.16,2.16,2013-10-02 12:52:50.016000000,ETD
Lomoz f.,-4.464,1.656,1.656,2013-09-27 11:53:42.431999744,ETD
Benishek v.,3.312,1.8,1.8,2013-09-07 08:11:39.552000000,ETD
Trnka j.,-13.248,4.3776,4.3776,2013-07-21 10:49:22.944000256,ETD
Carreño a.,-4.896,2.016,2.016,2012-12-29 08:11:04.992000256,ETD
"Mravik j., grnja j.",-19.152,9.7056,9.7056,2012-12-24 06:59:25.728000256,ETD
Fernand emering,9.36,2.3472,2.3472,2012-10-27 08:27:11.808000000,ETD
"Kehusmaa p., harlingten c.",-8.496,1.6704,1.6704,2012-10-24 19:40:42.816000000,ETD
Trnka j.,-6.048,2.3328,2.3328,2012-09-09 11:06:06.048000256,ETD
Emering f.,-9.936,2.7072,2.7072,2012-09-09 11:02:06.719999744,ETD
Lopesino j.,-3.312,3.6864,3.6864,2011-10-30 11:18:17.855999744,ETD
Brát l.,0.288,1.224,1.224,2011-10-15 08:29:37.823999744,ETD
Lomoz f.,-8.208,1.9296,1.9296,2011-10-15 08:21:02.880000256,ETD
Lomoz f.,-9.36,1.5408,1.5408,2011-10-15 08:19:59.808000256,ETD
Zibar m.,7.344,1.872,1.872,2011-09-02 12:28:22.944000000,ETD
Lomoz f.,-1.008,1.9296,1.9296,2011-09-02 12:19:58.368000256,ETD
Brát l.,-4.896,1.8576,1.8576,2011-09-02 12:16:01.632000000,ETD
Marek p.,9.648,6.5664,6.5664,2011-08-28 11:33:12.959999744,ETD
Trnka j.,-0.864,1.3968,1.3968,2011-08-28 11:22:41.376000256,ETD
Granata et al. 2014,-0.8,0.3,0.3,2010-11-29 07:40:34.344014592,ExoClock literature
Husar d.,3.744,2.2032,2.2032,2010-11-24 06:47:38.112000000,ETD
Dvorak s.,-2.88,1.7424,1.7424,2010-11-06 15:19:57.504000000,ETD
Naves r.,-4.896,3.8736,3.8736,2010-10-17 11:28:14.015999744,ETD
