observer,oc,oceu,ocel,date,source
Claudio Lopresti,1.8,1.4,1.4,2021-10-13 08:06:43.614722304,ExoClock observation
Paolo Arcangelo Matassa,-0.1,2.2,2.2,2021-09-06 10:05:36.881281536,ExoClock observation
Manfred raetz,-0.0,2.1168,2.1168,2020-10-21 11:32:29.760000256,ETD
Yves jongen,1.584,2.0016,2.0016,2020-10-18 09:44:10.752000256,ETD
Jean plazas,-9.36,,,2020-10-18 09:33:12.384000000,ETD
Mauro Caló,-0.3,2.0,2.0,2020-09-08 09:53:09.669120256,ExoClock observation
Carmelo Falco,0.7,0.9,0.9,2020-08-02 11:54:56.935701248,ExoClock observation
Claudio Lopresti,-2.8,3.0,3.0,2020-07-30 10:01:30.874528768,ExoClock observation
Fran campos,-0.144,1.0512,1.0512,2019-08-08 13:31:49.728000000,ETD
Pere guerra,-1.296,1.1376,1.1376,2019-08-05 11:40:41.376000000,ETD
Alberto tomatis,-9.792,4.5936,4.5936,2019-08-05 11:32:14.208000000,ETD
Nikolaos Paschalis,4.7,2.2,2.2,2019-08-02 09:56:45.662396672,ExoClock observation
Gabriel murawski,4.608,2.1456,2.1456,2018-09-10 07:43:33.888000256,ETD
Matthieu bachschmidt,-0.144,3.096,3.096,2016-10-27 08:53:26.880000256,ETD
Ramon naves,0.72,1.0224,1.0224,2016-08-14 12:55:49.728000000,ETD
Marc bretton,2.304,1.4976,1.4976,2016-08-11 11:07:34.176000000,ETD
Dalouzy j. c.,-0.144,4.6368,4.6368,2014-11-01 08:29:00.671999744,ETD
Benni p.,-2.016,2.5776,2.5776,2013-11-12 13:44:37.823999744,ETD
Trnka j.,0.288,2.1888,2.1888,2012-10-02 11:55:38.208000000,ETD
Mancini et al. 2013,0.1,1.2,1.2,2012-10-02 11:55:24.094073600,ExoClock literature
Mancini et al. 2013,-0.2,0.4,0.4,2012-10-02 11:55:06.094050304,ExoClock literature
Emering f.,-4.464,4.3488,4.3488,2012-09-29 10:00:56.448000000,ETD
"Mravik j., grnja j.",-7.2,2.88,2.88,2012-09-26 08:08:15.648000256,ETD
Hose k.,1.152,0.8496,0.8496,2012-09-04 19:27:03.744000000,ETD
Mancini et al. 2013,1.7,0.8,0.8,2012-08-26 13:57:47.360660480,ExoClock literature
Mancini et al. 2013,1.4,0.7,0.7,2012-08-26 13:57:29.360637440,ExoClock literature
Mancini et al. 2013,-2.0,0.8,0.8,2012-08-26 13:54:05.360657664,ExoClock literature
Mancini et al. 2013,-4.3,1.6,1.6,2012-08-26 13:51:47.360641536,ExoClock literature
"Mravik j., grnja j.",-9.36,3.3696,3.3696,2012-08-20 10:06:53.280000256,ETD
Dvorak s.,0.576,3.0672,3.0672,2011-11-20 15:12:39.456000000,ETD
Vrašťák m.,-3.024,4.8384,4.8384,2011-11-08 07:49:22.080000000,ETD
Mancini et al. 2013,0.3,0.7,0.7,2011-10-05 11:43:20.881902848,ExoClock literature
Mancini et al. 2013,-0.2,0.9,0.9,2011-10-05 11:42:50.881904640,ExoClock literature
Trnka j.,1.44,,,2011-10-02 09:54:33.696000000,ETD
Brát l.,1.296,2.664,2.664,2011-09-29 08:04:24.960000000,ETD
Shadic s.,-2.448,1.224,1.224,2011-09-07 19:11:13.344000256,ETD
Marek p.,4.464,1.4832,1.4832,2011-08-26 11:58:21.504000000,ETD
Zibar m.,0.432,3.6576,3.6576,2011-08-26 11:54:16.128000000,ETD
Trnka j.,-3.312,1.6128,1.6128,2011-08-26 11:50:35.808000000,ETD
Uhlař r.,-5.04,2.2752,2.2752,2011-08-26 11:48:49.536000000,ETD
Brát l.,-7.056,1.8144,1.8144,2011-08-26 11:46:46.848000000,ETD
"Moudrá m., sobotka p.",7.776,2.736,2.736,2011-08-23 10:11:43.583999744,ETD
Marek p.,3.168,4.1184,4.1184,2011-08-23 10:07:12.288000256,ETD
Brát l.,-2.304,2.1168,2.1168,2011-08-23 10:01:43.104000000,ETD
"Dřevěný r., kuchtak b.",-7.2,2.6496,2.6496,2011-08-23 09:56:45.888000000,ETD
Hose k.,-3.744,1.1376,1.1376,2010-09-12 20:47:37.824000256,ETD
Marino g.,0.432,1.6704,1.6704,2010-08-31 13:32:00.960000000,ETD
Ruocco n.,2.16,1.4976,1.4976,2010-08-28 11:43:48.864000000,ETD
Hormuth f.,-1.44,0.5616,0.5616,2010-08-28 11:40:11.135999744,ETD
Mancini et al. 2013,-1.7,0.6,0.6,2010-08-28 11:39:56.875204096,ExoClock literature
Vanhuysse  m.,-4.464,1.2816,1.2816,2010-08-28 11:37:07.968000000,ETD
Mancini et al. 2013,-3.1,1.1,1.1,2009-10-21 18:35:10.702089984,ExoClock literature
Tieman b.,1.584,2.5344,2.5344,2009-10-18 16:49:58.368000256,ETD
Tieman b.,-0.144,2.6208,2.6208,2009-09-11 18:48:55.872000000,ETD
Tieman b.,-14.112,2.6496,2.6496,2009-09-11 18:35:00.384000000,ETD
Srdoc,-6.192,1.872,1.872,2009-08-30 11:23:08.160000000,ETD
Lomoz f.,-11.088,2.1456,2.1456,2009-08-30 11:18:21.312000256,ETD
Trnka j.,14.4,1.8288,1.8288,2009-08-27 09:53:53.951999744,ETD
Kučáková h.,3.456,1.6848,1.6848,2009-08-27 09:42:57.312000000,ETD
Srdoc,-2.16,1.296,1.296,2009-08-27 09:37:17.760000000,ETD
Ayiomamitis,-4.896,2.736,2.736,2009-08-27 09:34:33.599999744,ETD
Dřevěný r.,-5.184,2.232,2.232,2009-08-27 09:34:19.776000256,ETD
Norby,-2.88,1.152,1.152,2009-08-02 18:57:03.168000256,ETD
Kučáková h.,1.584,2.4768,2.4768,2009-07-21 11:41:47.904000000,ETD
Srdoc,-6.768,4.464,4.464,2009-07-21 11:33:30.240000000,ETD
Latham et al. 2009,1.3,0.5,0.5,2007-12-02 16:14:17.011230208,ExoClock literature
D. w. latham et al.,0.144,,,2007-12-02 16:13:10.847999744,ETD
