,date,observer,oc,oce,source
0,2022-01-06,Yves Jongen,1.7,1.3,ExoClock observation
1,2020-11-17,Yves Jongen,1.6,1.4,ExoClock observation
2,2020-01-23,Yves Jongen,-2.4,1.9,ExoClock observation
