observer,oc,oceu,ocel,date,source
Adam Popowicz,2.4,2.0,2.0,2022-04-25 11:42:32.397112576,ExoClock observation
Simon Dawes,1.7,2.0,2.0,2022-04-25 11:41:50.397139200,ExoClock observation
Veli-pekka hentunen,2.448,2.2752,2.2752,2022-03-19 12:27:33.695999744,ETD
Paolo Arcangelo Matassa,0.3,5.8,5.8,2022-03-19 12:24:26.254086912,ExoClock observation
Üllar Kivila,0.3,3.3,3.3,2022-03-17 08:12:54.480946432,ExoClock observation
Andras Dan,0.1,1.6,1.6,2022-02-23 14:17:24.749768192,ExoClock observation
Didier Laloum,2.0,2.4,2.4,2021-08-31 10:45:25.127027968,ExoClock observation
Dim Stouraitis,-2.5,1.9,1.9,2021-07-12 10:15:44.345296896,ExoClock observation
Manfred Raetz,-3.6,1.6,1.6,2021-06-18 12:07:48.840989440,ExoClock observation
Manfred raetz,-5.904,1.7568,1.7568,2021-06-18 12:06:15.840000256,ETD
Anaël wünsche,2.16,1.5408,1.5408,2021-06-05 11:05:08.160000256,ETD
Yves jongen,2.016,1.1664,1.1664,2021-06-05 11:05:01.247999744,ETD
Yves Jongen,1.3,1.3,1.3,2021-06-05 11:03:32.202282240,ExoClock observation
Anaël Wünsche,-1.0,2.0,2.0,2021-06-05 11:01:14.202266368,ExoClock observation
Veli-pekka hentunen,-5.616,1.3104,1.3104,2021-04-16 10:32:14.783999744,ETD
Philip Michel,3.0,2.0,2.0,2021-04-05 13:42:24.554883328,ExoClock observation
Michal powalko,-2.448,2.664,2.664,2021-04-03 09:26:14.207999744,ETD
Jens jacobsen,-4.464,1.4976,1.4976,2021-04-03 09:24:11.519999744,ETD
Yves jongen,-2.448,3.1392,3.1392,2021-03-23 12:28:30.720000256,ETD
Valère Perroud,-2.0,1.7,1.7,2021-03-23 12:28:13.916179200,ExoClock observation
Snaevarr gudmundsson,-3.024,1.152,1.152,2021-03-23 12:27:59.615999744,ETD
Manfred Raetz,1.4,1.0,1.0,2020-07-29 11:34:54.646064896,ExoClock observation
Marc bretton,-2.448,1.584,1.584,2020-07-29 11:31:42.239999744,ETD
