date,observer,oc,oce,source
2021-08-04,Taewoo Kim,3.2,2.2,ExoClock observation
2021-07-23,Carmelo Falco,7.3,5.8,ExoClock observation
2021-07-23,Carmelo Falco,3.0,5.8,ExoClock observation
2021-05-22,Yves Jongen,5.8,3.5,ExoClock observation
2020-10-22,Carmelo Falco,-0.2,1.7,ExoClock observation
2020-09-01,Ana\xc3\xabl W\xc3\xbcnsche,1.3,4.3,ExoClock observation
2020-09-01,Yves Jongen,0.3,2.7,ExoClock observation
2020-07-16,Alessandro Nastasi,0.0,5.8,ExoClock observation
2020-07-16,Carmelo Falco,0.0,4.3,ExoClock observation
2020-07-13,Carmelo Falco,-0.7,3.2,ExoClock observation
2012-11-04,West et al. 2016,0.0,0.7,ExoClock literature
