observer,oc,oceu,ocel,date,source
Jean-Baptiste Marquette,0.1,3.5,3.5,2021-08-27 12:54:52.699219200,ExoClock observation
John Savage,0.2,1.7,1.7,2020-10-27 09:25:23.568038656,ExoClock observation
Geoffrey Thurston,-0.7,4.3,4.3,2020-10-27 09:24:29.568009728,ExoClock observation
Pere guerra,4.896,2.7216,2.7216,2019-09-03 12:11:30.335999744,ETD
"Francesco scaggiante, danilo zardin",11.52,2.16,2.16,2018-07-29 11:19:38.208000000,ETD
Gabriel murawski,-11.664,3.2544,3.2544,2017-09-09 11:16:59.232000256,ETD
"Brahic 92 (ballet, néel, delisle, stefani, gouyette, morelli, maline, muzeau, laclef and cordebois)",-60.912,9.2592,9.2592,2017-08-05 10:41:56.255999744,ETD
Anaël Wünsche,-2.9,5.8,5.8,2016-09-08 10:17:42.801624832,ExoClock observation
Marc bretton,-6.048,1.9008,1.9008,2016-09-08 10:09:46.943999744,ETD
Bieryla et al. 2014,0.0,0.9,0.9,2013-04-16 14:59:44.275201024,ExoClock literature
Bieryla et al. (2014),0.0,0.9072,0.9072,2013-04-16 14:58:38.784000256,ETD
