,index,date,observer,oc,oce,source
0,76,2021-08-28,Giuseppe Marino,1.8,1.2,ExoClock observation
1,77,2021-08-02,Paolo Arcangelo Matassa,-1.8,1.7,ExoClock observation
2,78,2021-06-28,Attilio Bruzzone,-2.7,1.4,ExoClock observation
3,79,2021-06-15,Martin Crow,2.0,1.6,ExoClock observation
4,80,2021-05-11,Adam Popowicz,4.2,2.2,ExoClock observation
5,81,2021-05-11,\xc3\x9cllar Kivila,-4.1,2.3,ExoClock observation
6,82,2020-07-13,Manfred Raetz,-0.4,0.6,ExoClock observation
7,83,2020-06-18,Ana\xc3\xabl W\xc3\xbcnsche,0.8,1.3,ExoClock observation
8,84,2020-06-07,Nikolaos Paschalis,5.0,2.0,ExoClock observation
9,88,2020-05-25,Patrick Brandebourg,-3.1,3.0,ExoClock observation
10,85,2020-05-25,Mauro Cal\xc3\xb3,-0.5,0.9,ExoClock observation
11,86,2020-05-25,Alberto Tomatis,-1.1,1.0,ExoClock observation
12,87,2020-05-25,Adrian Jones,-1.4,1.4,ExoClock observation
13,89,2020-04-19,Adrian Jones,-3.1,1.3,ExoClock observation
14,90,2020-03-26,T\xc3\xb5nis Eenm\xc3\xa4e,-0.0,1.6,ExoClock observation
15,91,2019-09-04,Fabio Salvaggio,1.1,1.2,ExoClock observation
16,92,2019-07-05,Ana\xc3\xabl W\xc3\xbcnsche,-2.4,1.2,ExoClock observation
17,93,2019-06-23,Ana\xc3\xabl W\xc3\xbcnsche,-0.8,0.4,ExoClock observation
18,94,2019-05-05,Ana\xc3\xabl W\xc3\xbcnsche,-1.2,1.2,ExoClock observation
19,95,2018-09-20,Ana\xc3\xabl W\xc3\xbcnsche,4.6,1.4,ExoClock observation
20,96,2018-09-07,Ana\xc3\xabl W\xc3\xbcnsche,1.8,0.4,ExoClock observation
21,97,2018-08-25,Ana\xc3\xabl W\xc3\xbcnsche,1.5,0.7,ExoClock observation
22,98,2017-06-17,Ana\xc3\xabl W\xc3\xbcnsche,1.9,1.4,ExoClock observation
23,99,2017-05-24,Ana\xc3\xabl W\xc3\xbcnsche,3.6,1.0,ExoClock observation
24,100,2013-05-14,Alessandro Marchini,0.1,1.2,ExoClock observation
25,0,2011-10-15,Maciejewski et al. 2013,0.3,1.4,ExoClock literature
26,1,2011-10-02,Maciejewski et al. 2013,-0.3,0.6,ExoClock literature
27,2,2011-09-08,Maciejewski et al. 2013,-1.4,2.2,ExoClock literature
28,3,2011-09-08,Montalto et al. 2012,-3.1,1.4,ExoClock literature
29,4,2011-08-26,Maciejewski et al. 2013,-1.3,0.8,ExoClock literature
30,5,2011-08-26,Montalto et al. 2012,-1.6,2.4,ExoClock literature
31,6,2011-08-14,Maciejewski et al. 2013,2.1,0.8,ExoClock literature
32,7,2011-08-14,Montalto et al. 2012,-0.9,1.2,ExoClock literature
33,8,2011-08-02,Maciejewski et al. 2013,1.6,1.3,ExoClock literature
