date,observer,oc,oce,source
2021-11-03,Maurice Audejean,-0.9,1.0,ExoClock observation
2021-11-02,Andre Kovacs,-0.4,2.9,ExoClock observation
2021-10-13,Michael Irzyk,-0.2,0.7,ExoClock observation
2021-10-13,Giovanni Battista Casalnuovo,-1.8,0.7,ExoClock observation
2021-10-12,Andre Kovacs,1.0,3.0,ExoClock observation
2021-10-05,Andre Kovacs,-0.4,4.3,ExoClock observation
2021-09-29,aziz kaeouach,-0.0,0.6,ExoClock observation
2021-09-22,David Wright,-4.0,1.6,ExoClock observation
2021-09-01,Giorgio Baj,2.4,1.0,ExoClock observation
2021-07-28,Dominique DANIEL,1.7,1.9,ExoClock observation
2021-07-14,Dim Stouraitis,2.3,1.2,ExoClock observation
2020-11-20,Yves Jongen,1.3,0.4,ExoClock observation
2020-11-06,Manfred Raetz,0.4,0.6,ExoClock observation
2020-10-16,Harri Kiiskinen,-0.8,1.7,ExoClock observation
2020-09-10,Vojt\xc4\x9bch \xc5\xa0koln\xc3\xadk,-0.8,0.7,ExoClock observation
2020-08-20,Yves Jongen,0.0,0.4,ExoClock observation
2019-12-06,Ana\xc3\xabl W\xc3\xbcnsche,0.8,0.7,ExoClock observation
2019-11-29,Alessandro Nastasi,-0.3,0.9,ExoClock observation
2019-11-08,Ana\xc3\xabl W\xc3\xbcnsche,0.7,0.4,ExoClock observation
2019-10-25,Iakovos Strikis,0.9,1.4,ExoClock observation
2019-10-15,Zellem et al. 2020,-1.2,4.8,ExoClock literature
2019-10-08,Martin Fowler,-3.1,2.3,ExoClock observation
2019-10-01,Zellem et al. 2020,-3.4,4.0,ExoClock literature
2019-08-08,Ana\xc3\xabl W\xc3\xbcnsche,1.1,0.6,ExoClock observation
2018-10-26,Stephen Futcher,2.0,0.9,ExoClock observation
2018-10-26,Iakovos Strikis,2.7,2.9,ExoClock observation
2018-10-19,Stephen Futcher,-3.3,0.9,ExoClock observation
2018-10-19,Ana\xc3\xabl W\xc3\xbcnsche,-1.1,0.4,ExoClock observation
2018-10-19,Lionel Rousselot,0.8,0.9,ExoClock observation
2018-09-28,Ana\xc3\xabl W\xc3\xbcnsche,1.3,0.7,ExoClock observation
2018-09-21,Mario Morales Aimar,2.9,2.2,ExoClock observation
2017-10-12,Zellem et al. 2020,2.3,3.5,ExoClock literature
2017-09-01,Ana\xc3\xabl W\xc3\xbcnsche,2.1,0.6,ExoClock observation
2016-10-21,\xc3\x96zt\xc3\xbcrk et al. 2019,-0.3,0.6,ExoClock literature
2016-09-09,Marc Deldem,1.9,1.0,ExoClock observation
2016-09-02,Ana\xc3\xabl W\xc3\xbcnsche,0.4,0.4,ExoClock observation
2016-09-02,\xc3\x96zt\xc3\xbcrk et al. 2019,0.7,0.4,ExoClock literature
2016-08-28,Bruno et al. 2018,-0.4,2.9,ExoClock literature
2016-08-28,Bruno et al. 2018,-2.0,4.6,ExoClock literature
2016-08-26,Nikolaos Paschalis,-1.9,1.6,ExoClock observation
2016-08-26,\xc3\x96zt\xc3\xbcrk et al. 2019,4.7,2.6,ExoClock literature
2016-08-12,Ana\xc3\xabl W\xc3\xbcnsche,-1.1,0.6,ExoClock observation
2016-08-05,Ana\xc3\xabl W\xc3\xbcnsche,1.5,0.6,ExoClock observation
2016-08-05,Nikolaos Paschalis,0.4,1.0,ExoClock observation
2016-07-29,\xc3\x96zt\xc3\xbcrk et al. 2019,1.3,0.9,ExoClock literature
2016-07-15,\xc3\x96zt\xc3\xbcrk et al. 2019,1.6,0.6,ExoClock literature
2016-07-08,\xc3\x96zt\xc3\xbcrk et al. 2019,0.4,0.4,ExoClock literature
2016-07-01,\xc3\x96zt\xc3\xbcrk et al. 2019,0.6,0.9,ExoClock literature
2015-11-08,Ana\xc3\xabl W\xc3\xbcnsche,3.4,0.6,ExoClock observation
2015-08-28,Chen et al. 2017,0.4,0.2,ExoClock literature
2015-08-07,Ana\xc3\xabl W\xc3\xbcnsche,1.8,0.3,ExoClock observation
2015-07-17,Ana\xc3\xabl W\xc3\xbcnsche,2.6,0.6,ExoClock observation
2015-01-04,Ana\xc3\xabl W\xc3\xbcnsche,0.4,0.6,ExoClock observation
2014-12-21,Ana\xc3\xabl W\xc3\xbcnsche,0.7,0.4,ExoClock observation
2014-10-26,Ana\xc3\xabl W\xc3\xbcnsche,1.3,0.4,ExoClock observation
2014-09-06,Mancini et al. 2017,-0.4,0.1,ExoClock literature
2014-09-04,Baluev et al. 2019,-0.0,0.1,ExoClock literature
2014-08-30,Louden et al. 2017,0.3,0.2,ExoClock literature
2014-08-23,Louden et al. 2017,0.3,0.4,ExoClock literature
2014-08-21,Mancini et al. 2017,-1.0,0.3,ExoClock literature
2014-08-07,Mancini et al. 2017,-0.5,0.2,ExoClock literature
2014-07-24,Mancini et al. 2017,-0.5,0.2,ExoClock literature
2014-07-24,Mancini et al. 2017,-0.6,0.1,ExoClock literature
2014-01-16,Baluev et al. 2015,-0.4,0.2,ExoClock literature
2013-10-20,Mancini et al. 2017,0.3,0.2,ExoClock literature
2013-09-14,Mancini et al. 2017,1.0,0.3,ExoClock literature
2013-07-06,Mancini et al. 2017,-1.3,0.2,ExoClock literature
2012-09-08,Kirk et al. 2016,0.2,0.1,ExoClock literature
2011-08-20,H\xc3\xa9brard et al. 2013,0.6,0.1,ExoClock literature
