,index,date,observer,oc,oce,source
0,9,2022-02-16,Yves Jongen,-1.4,1.0,ExoClock observation
1,10,2022-02-07,Adrian Jones,0.6,2.0,ExoClock observation
2,11,2021-06-09,Yves Jongen,0.2,1.2,ExoClock observation
3,12,2021-06-02,Mario Billiani,0.9,5.8,ExoClock observation
4,14,2021-05-24,Carmelo Falco,-1.1,2.9,ExoClock observation
5,13,2021-05-24,Carmelo Falco,0.4,2.4,ExoClock observation
6,15,2021-04-18,Billy Edwards,-0.2,1.3,ExoClock observation
7,16,2021-04-12,Yves Jongen,0.9,1.0,ExoClock observation
8,17,2021-04-09,Yves Jongen,3.8,1.2,ExoClock observation
9,18,2021-03-28,Marc Deldem,-1.1,1.0,ExoClock observation
10,19,2021-03-28,Carmelo Falco,-2.3,1.9,ExoClock observation
11,24,2021-03-25,Adrian Jones,-0.7,2.3,ExoClock observation
12,22,2021-03-25,Ivo Peretto,0.2,2.2,ExoClock observation
13,23,2021-03-25,Mauro Cal\xc3\xb3,-0.1,4.3,ExoClock observation
14,20,2021-03-25,Yves Jongen,2.9,1.0,ExoClock observation
15,21,2021-03-25,Alberto Tomatis,1.2,2.9,ExoClock observation
16,25,2021-03-15,T\xc3\xb5nis Eenm\xc3\xa4e,0.6,1.4,ExoClock observation
17,26,2020-05-22,Matthias Mallonn,-1.2,0.6,ExoClock observation
18,27,2020-05-19,Matthias Mallonn,0.3,0.7,ExoClock observation
19,28,2020-05-15,John Savage,1.3,1.2,ExoClock observation
20,29,2020-05-15,Matthias Mallonn,0.2,0.6,ExoClock observation
21,30,2020-05-15,Francois Regembal,-2.0,2.9,ExoClock observation
22,31,2017-05-29,Alessandro Marchini,2.3,2.2,ExoClock observation
23,0,2013-06-03,Seeliger et al. 2015,0.8,0.4,ExoClock literature
24,1,2012-04-25,Seeliger et al. 2015,-0.5,1.9,ExoClock literature
25,2,2012-04-01,Seeliger et al. 2015,-0.1,3.3,ExoClock literature
26,3,2011-05-21,Sada et al. 2012,0.3,0.6,ExoClock literature
27,4,2011-05-06,Seeliger et al. 2015,0.8,0.7,ExoClock literature
28,5,2011-04-08,Seeliger et al. 2015,0.5,1.7,ExoClock literature
29,6,2011-04-05,Seeliger et al. 2015,-2.2,1.5,ExoClock literature
30,7,2010-06-14,Anderson et al. 2011,-0.3,0.3,ExoClock literature
31,8,2009-12-20,B\xc3\xa9ky et al. 2011,-1.1,0.8,ExoClock literature
