observer,oc,oceu,ocel,date,source
Vignes jean-pascal,10.224,1.3968,1.3968,2022-03-20 14:42:31.104000000,ETD
jean pascal vignes,3.8,1.6,1.6,2022-03-20 14:37:26.119715328,ExoClock observation
Yves Jongen,5.0,1.0,1.0,2022-02-11 17:03:06.735351296,ExoClock observation
Yves jongen,5.184,1.0512,1.0512,2022-02-11 17:02:03.263999744,ETD
Yves Jongen,-1.9,1.4,1.4,2022-01-16 17:44:32.872339200,ExoClock observation
Yves jongen,-1.152,1.4112,1.4112,2022-01-16 17:43:59.231999744,ETD
Yves Jongen,5.5,1.3,1.3,2021-05-22 13:55:02.344295424,ExoClock observation
Yves jongen,5.328,1.2816,1.2816,2021-05-22 13:53:34.367999744,ETD
Yves Jongen,5.5,0.9,0.9,2021-05-07 13:07:14.002541056,ExoClock observation
Yves jongen,5.472,0.8064,0.8064,2021-05-07 13:05:59.712000256,ETD
Yves Jongen,4.7,1.2,1.2,2021-04-26 14:42:34.481269504,ExoClock observation
Yves jongen,4.896,1.152,1.152,2021-04-26 14:41:31.488000000,ETD
Anaël Wünsche,2.1,1.3,1.3,2021-04-26 14:39:58.481270784,ExoClock observation
Anaël wünsche,-0.0,1.6704,1.6704,2021-04-26 14:36:36.000000000,ETD
Yves Jongen,6.0,0.7,0.7,2021-04-11 13:56:04.139534592,ExoClock observation
Yves jongen,5.616,0.8064,0.8064,2021-04-11 13:54:27.072000000,ETD
Yves Jongen,3.9,1.4,1.4,2021-04-04 17:54:03.438747648,ExoClock observation
Yves jongen,4.896,1.1952,1.1952,2021-04-04 17:53:47.616000256,ETD
Yves Jongen,6.6,0.7,0.7,2021-03-01 13:57:11.934700800,ExoClock observation
Yves jongen,6.768,0.8784,0.8784,2021-03-01 13:56:04.703999744,ETD
Yves Jongen,5.3,0.9,0.9,2021-02-11 19:32:07.712644608,ExoClock observation
Yves jongen,5.184,0.8928,0.8928,2021-02-11 19:30:46.656000000,ETD
Yves Jongen,4.5,1.2,1.2,2021-01-01 19:31:51.507824128,ExoClock observation
Yves jongen,4.896,1.1952,1.1952,2021-01-01 19:30:56.160000256,ETD
Yves jongen,5.904,1.0656,1.0656,2020-02-08 19:36:12.383999744,ETD
Yves jongen,2.592,0.5472,0.5472,2020-02-04 17:09:03.168000000,ETD
Yves jongen,3.456,0.5616,0.5616,2020-01-20 16:22:00.479999744,ETD
Henning et al. (2017),0.0,0.4752,0.4752,2014-09-28 00:43:45.696000000,ETD
