observer,oc,oceu,ocel,date,source
Marc SERRAU,-4.2,2.6,2.6,2022-01-20 09:50:22.456307712,ExoClock observation
Mohammad fadel talafha,-1.728,2.0016,2.0016,2021-11-08 08:31:44.832000000,ETD
Lomoz f.,9.36,2.2896,2.2896,2021-10-28 09:42:39.168000000,ETD
F. lomoz,7.92,2.304,2.304,2021-10-28 09:41:17.088000000,ETD
Fabio Mortari,-4.3,2.7,2.7,2021-10-17 10:28:50.144615424,ExoClock observation
Yves Jongen,-1.7,1.2,1.2,2021-10-02 19:51:12.865918208,ExoClock observation
Yves jongen,-3.312,1.0368,1.0368,2021-10-02 19:49:39.360000000,ETD
Adam Popowicz,1.0,4.3,4.3,2021-09-14 13:33:38.267494400,ExoClock observation
Dim Stouraitis,-1.3,2.7,2.7,2021-09-14 13:31:20.267478528,ExoClock observation
Martin Crow,2.1,2.2,2.2,2020-11-04 10:09:58.775053056,ExoClock observation
Yves jongen,-3.6,1.152,1.152,2019-12-26 06:39:30.815999744,ETD
F. lomoz,5.184,1.3392,1.3392,2019-12-04 08:47:54.240000000,ETD
F. lomoz,-3.744,2.5344,2.5344,2019-12-04 08:39:06.336000000,ETD
Eric girardin,-3.6,0.6624,0.6624,2019-10-10 13:38:19.392000000,ETD
"Francesco scaggiante, danilo zardin",-7.632,1.6848,1.6848,2018-12-11 09:09:44.063999744,ETD
"Pietro aceti, massimo banfi",-15.552,8.208,8.208,2018-12-11 09:01:51.456000000,ETD
Mallonn et al. 2019,-2.5,0.9,0.9,2017-12-18 09:49:26.707223552,ExoClock literature
Mallonn et al. 2019,0.6,0.9,0.9,2017-12-07 10:52:22.748178432,ExoClock literature
Nikolay mishevskiy,-5.472,5.5008,5.5008,2017-11-15 12:45:57.023999744,ETD
David molina,1.872,2.1312,2.1312,2017-01-16 08:28:46.848000256,ETD
David molina,-1.296,1.512,1.512,2017-01-05 09:25:22.368000000,ETD
Wang et al. 2018,-0.0,0.9,0.9,2016-11-04 07:05:44.903044352,ExoClock literature
Veli-pekka hentunen,-1.728,0.7056,0.7056,2016-10-02 10:03:33.695999744,ETD
Wang et al. 2018,1.0,2.6,2.6,2016-01-28 00:42:29.287681280,ExoClock literature
Anaël Wünsche,-0.1,0.7,0.7,2016-01-24 09:01:19.967983104,ExoClock observation
Marc bretton,-0.864,0.6048,0.6048,2016-01-24 09:00:32.831999744,ETD
Marc bretton,-1.728,0.5904,0.5904,2016-01-24 08:59:44.447999744,ETD
Wang et al. 2018,-1.1,1.8,1.8,2016-01-17 01:40:13.328638720,ExoClock literature
Aaav astrofili valdera,16.128,,,2016-01-13 10:17:26.592000256,ETD
Marc bretton,2.88,2.16,2.16,2015-12-11 13:03:40.608000256,ETD
Anaël Wünsche,-3.3,1.9,1.9,2015-12-11 12:57:28.131810048,ExoClock observation
Stan shadick,1.008,2.0592,2.0592,2015-11-30 14:01:38.208000256,ETD
Matthieu bachschmidt,6.624,1.44,1.44,2015-11-01 08:46:51.168000000,ETD
Marc bretton,5.328,2.52,2.52,2015-11-01 08:45:29.088000000,ETD
