date,observer,oc,oceu,ocel,source
2009-05-10 13:48:57.887999744,Adams et al 2010,-1.872,0.8208,0.8208,ETD
2009-04-23 16:16:10.560000256,Adams et al 2010,-0.576,1.08,1.08,ETD
2009-03-10 17:48:04.607999744,Adams et al 2010,-0.144,1.1376,1.1376,ETD
2009-02-06 15:14:39.551999744,Adams et al 2010,1.152,0.72,0.72,ETD
2008-05-10 13:35:11.904000000,Adams et al 2010,0.144,0.7776,0.7776,ETD
2008-04-23 16:01:31.007999744,Adams et al 2010,0.576,1.44,1.44,ETD
2008-04-18 14:22:13.727999744,Adams et al 2010,1.44,1.0656,1.0656,ETD
2005-04-19 13:33:12.671999872,Adams et al 2010,-0.432,1.584,1.584,ETD
2004-05-16 14:12:21.024000256,Adams et al 2010,-0.144,0.6192,0.6192,ETD
2004-05-16 14:11:19.680000256,Gillon et al 2007,-1.152,0.432,0.432,ETD
2002-02-18 16:50:19.968000000,Ogle,6.336,,,ETD
2002-02-18 16:43:26.975999744,Adams et al 2010,-0.432,5.76,5.76,ETD
