observer,oc,oceu,ocel,date,source
David Wright,-1.1,1.0,1.0,2022-04-21 11:40:16.372784896,ExoClock observation
Bob Trevan,-3.5,2.2,2.2,2022-04-21 11:37:52.372801536,ExoClock observation
Paolo Arcangelo Matassa,-2.5,1.4,1.4,2022-04-17 13:36:08.860521984,ExoClock observation
Miguel angel alava,1.584,1.9872,1.9872,2022-03-27 16:02:24.575999744,ETD
Rafael g. farfán,3.456,2.592,2.592,2021-09-28 09:59:02.399999744,ETD
Didier Laloum,-0.5,1.2,1.2,2021-09-11 10:26:26.676473856,ExoClock observation
Dominique DANIEL,1.6,0.9,0.9,2021-08-29 08:59:27.635540736,ExoClock observation
Giorgio Baj,0.6,0.7,0.7,2021-08-29 08:58:27.635544320,ExoClock observation
Dominique daniel,3.456,0.8784,0.8784,2021-08-29 08:58:10.272000000,ETD
"Giorgio baj, maurizio bosetti",1.44,0.504,0.504,2021-08-29 08:56:08.448000256,ETD
Bernhard Wenzel,2.4,1.3,1.3,2021-08-25 10:57:32.123205376,ExoClock observation
Bernhard wenzel & markus rockenbauer,5.472,1.3104,1.3104,2021-08-25 10:57:25.056000000,ETD
Georgios Lekkas,-0.3,1.7,1.7,2021-08-08 11:23:01.570029312,ExoClock observation
Bernhard wenzel,2.16,1.9584,1.9584,2021-08-08 11:22:15.455999744,ETD
Bernhard Wenzel,-3.2,2.0,2.0,2021-08-08 11:20:07.570007552,ExoClock observation
"Solomakha m., nahurna a., lobodenko m.",1.584,3.312,3.312,2021-07-30 07:55:19.776000256,ETD
Enrique Arce,-1.0,1.0,1.0,2021-07-22 11:50:31.016765440,ExoClock observation
Coliac Jean-françois,-0.6,0.9,0.9,2021-07-09 10:21:49.975782144,ExoClock observation
Aaav astrofili valdera,-0.576,,,2021-07-09 10:18:42.624000256,ETD
"Nahurna a., solomakha m., lobodenko m., baransky a",-6.912,1.4976,1.4976,2021-07-09 10:12:17.279999744,ETD
Andras Dan,-0.4,0.9,0.9,2021-07-05 12:19:18.463521280,ExoClock observation
Samuel diaz lopez,1.296,0.7344,0.7344,2021-07-05 12:17:44.448000256,ETD
Alexandre Santos,-0.3,3.0,3.0,2021-07-01 14:16:40.951212544,ExoClock observation
Marcelo rodrigues gonçalves,-0.576,2.952,2.952,2021-07-01 14:13:15.455999744,ETD
Giorgio Baj,-1.1,1.7,1.7,2021-06-26 08:52:14.934809856,ExoClock observation
Giorgio baj,2.016,3.5856,3.5856,2021-06-26 08:52:12.576000256,ETD
Attilio Bruzzone,-1.8,1.3,1.3,2021-06-26 08:51:32.934796288,ExoClock observation
Adam Popowicz,-2.0,0.7,0.7,2021-06-22 10:48:37.422544896,ExoClock observation
"Solomakha m., nahurna a., lobodenko m.",-0.72,1.2384,1.2384,2021-06-22 10:46:40.511999744,ETD
Alessandro Marchini,0.3,1.0,1.0,2021-06-18 12:48:11.910244608,ExoClock observation
Alessandro marchini,3.024,1.224,1.224,2021-06-18 12:47:43.296000000,ETD
Ivo Peretto,-0.2,0.6,0.6,2021-06-18 12:47:41.910246400,ExoClock observation
"Ivo peretto, stefano lora, giuseppe peretto, gino trevisan",-3.024,0.8064,0.8064,2021-06-18 12:41:39.552000000,ETD
"Stephane ferratfiat, denis beautier",-1.152,1.6992,1.6992,2021-06-09 09:17:09.024000000,ETD
Andre Kovacs,2.3,2.2,2.2,2021-06-06 18:42:01.373409024,ExoClock observation
Bruno Guillet,1.6,2.9,2.9,2021-06-05 11:20:24.869289984,ExoClock observation
Blois sologne astronomie,1.152,1.1808,1.1808,2021-06-05 11:16:47.135999744,ETD
Francois Regembal,-0.8,0.9,0.9,2021-06-01 13:15:17.357030400,ExoClock observation
Andre Kovacs,0.8,2.3,2.3,2021-05-29 22:35:04.348781824,ExoClock observation
Thibaut HUMBERT,1.7,1.3,1.3,2021-05-23 09:51:25.828323584,ExoClock observation
Giuseppe marino,0.432,0.6768,0.6768,2021-05-23 09:46:54.912000000,ETD
Jean plazas,-1.44,1.5552,1.5552,2021-05-19 11:42:22.464000256,ETD
Andre Kovacs,-0.1,1.7,1.7,2021-05-16 21:05:05.307859200,ExoClock observation
Andre Kovacs,1.5,2.6,2.6,2021-04-29 21:34:52.754611456,ExoClock observation
Claudio Lopresti,-1.9,3.3,3.3,2021-04-23 08:46:56.234144512,ExoClock observation
Üllar Kivila,2.8,1.2,1.2,2021-04-19 10:48:54.721827584,ExoClock observation
Veli-pekka hentunen,1.152,0.6048,0.6048,2021-04-19 10:44:06.720000000,ETD
Adrian Jannetta,1.5,0.9,0.9,2021-04-15 12:44:53.209531904,ExoClock observation
Andre Kovacs,0.2,3.6,3.6,2021-04-12 22:01:46.201381888,ExoClock observation
"Baransky a., nagurna a., solomakha m., lobodenko m.",0.864,1.4112,1.4112,2021-04-02 11:12:02.879999744,ETD
David Bennett,-3.4,1.2,1.2,2021-04-02 11:10:54.168583424,ExoClock observation
Yves Jongen,0.4,0.9,0.9,2021-03-29 13:11:58.656277760,ExoClock observation
Yves jongen,3.024,0.7632,0.7632,2021-03-29 13:11:29.760000000,ETD
Jean-Baptiste Marquette,-0.7,1.7,1.7,2021-03-29 13:10:52.656273664,ExoClock observation
Danilo Sedita,-1.3,0.7,0.7,2021-03-29 13:10:16.656267520,ExoClock observation
Mauro Caló,-1.6,1.2,1.2,2021-03-29 13:09:58.656284928,ExoClock observation
