observer,oc,oceu,ocel,date,source
Claudio Lopresti,3.3,1.2,1.2,2022-02-28 08:33:44.640007424,ExoClock observation
Miguel angel alava,-0.288,1.8,1.8,2022-02-28 08:30:06.336000000,ETD
Snaevarr gudmundsson,18.432,1.8432,1.8432,2022-01-30 10:58:17.760000256,ETD
Cyrille AUMASSON,-1.3,0.7,0.7,2022-01-30 10:38:36.259199488,ExoClock observation
"Francesco scaggiante, danilo zardin,marco fiaschi",-8.352,2.088,2.088,2022-01-30 10:31:28.992000000,ETD
Jens jacobsen,-18.576,2.8944,2.8944,2022-01-14 08:53:16.511999744,ETD
Salvatore massaro,-0.864,3.1248,3.1248,2022-01-01 12:48:27.359999744,ETD
Snaevarr gudmundsson,-24.336,1.008,1.008,2021-12-03 14:34:26.400000000,ETD
Naudin jean-louis,-21.456,9.9792,9.9792,2021-04-19 12:58:39.935999744,ETD
Yves jongen,4.896,1.5264,1.5264,2021-04-03 11:56:52.512000000,ETD
Matthieu Bachschmidt,-1.3,1.2,1.2,2021-04-03 11:50:44.726407424,ExoClock observation
Matthieu bachschmidt,-1.584,0.9792,0.9792,2021-04-03 11:50:31.488000000,ETD
Manfred Raetz,0.5,0.7,0.7,2021-03-02 08:56:23.414411520,ExoClock observation
Fabio Mortari,-0.2,2.7,2.7,2021-03-02 08:55:41.414397952,ExoClock observation
Manfred raetz,-1.44,0.7344,0.7344,2021-03-02 08:54:30.815999744,ETD
Jens jacobsen,-2.304,2.3616,2.3616,2021-03-02 08:53:34.656000256,ETD
"Francesco scaggiante, danilo zardin,marco fiaschi",-17.28,1.2672,1.2672,2021-03-02 08:38:33.504000000,ETD
Mohammad talafha ,6.048,3.3264,3.3264,2021-02-14 07:33:55.007999744,ETD
Mohammad talafha,-11.376,3.096,3.096,2021-02-14 07:16:28.704000000,ETD
Snaevarr gudmundsson,-18.864,0.9504,0.9504,2021-02-01 10:46:27.552000000,ETD
Valère Perroud,1.3,1.9,1.9,2020-12-18 11:48:01.996813312,ExoClock observation
Valère perroud,-0.144,2.3328,2.3328,2020-12-18 11:46:37.343999744,ETD
Geoffrey Thurston,0.1,1.4,1.4,2020-05-20 11:36:12.537615872,ExoClock observation
"Francesco scaggiante, danilo zardin,marco fiaschi",4.32,1.152,1.152,2020-05-04 10:12:19.872000000,ETD
Fabio Mortari,-3.2,4.3,4.3,2020-05-04 10:04:49.881616896,ExoClock observation
Alberto tomatis,-16.416,29.9952,29.9952,2020-05-04 09:51:40.896000000,ETD
Yves jongen,1.152,1.0368,1.0368,2020-04-05 12:18:40.608000256,ETD
Martin Crow,0.7,0.9,0.9,2020-04-05 12:18:11.500818688,ExoClock observation
Anaël Wünsche,0.5,2.2,2.2,2020-04-05 12:17:59.500803328,ExoClock observation
Manfred Raetz,-0.9,0.9,0.9,2020-04-05 12:16:35.500816384,ExoClock observation
Manfred raetz,-2.16,0.6912,0.6912,2020-04-05 12:15:16.703999744,ETD
Anaël wünsche,-2.304,1.9008,1.9008,2020-04-05 12:15:08.064000000,ETD
Michael theusner,-8.064,1.08,1.08,2020-04-05 12:09:25.919999744,ETD
Nikolaos Paschalis,-2.6,2.2,2.2,2020-03-20 10:46:48.844819712,ExoClock observation
Michael theusner,-3.456,1.0656,1.0656,2020-03-20 10:45:59.040000256,ETD
Mauro calo,-3.024,1.368,1.368,2020-03-04 09:18:17.280000000,ETD
Mauro Caló,-4.9,2.4,2.4,2020-03-04 09:16:26.188776704,ExoClock observation
Alberto tomatis,-58.032,3.0384,3.0384,2020-03-04 08:23:21.120000000,ETD
Adrian Jones,-0.4,1.4,1.4,2020-02-20 12:58:28.464011520,ExoClock observation
Alberto tomatis,-2.88,8.6544,8.6544,2020-02-20 12:55:57.504000000,ETD
Alberto tomatis,-39.6,12.6,12.6,2020-02-20 12:19:13.440000000,ETD
Nikolaos Paschalis,0.4,1.9,1.9,2020-02-17 07:53:39.532795136,ExoClock observation
Billy Edwards,-5.8,4.3,4.3,2020-01-25 20:08:09.014419968,ExoClock observation
Adrian Jones,3.8,3.2,3.2,2020-01-19 10:06:31.152039168,ExoClock observation
Mauro Caló,-0.9,7.2,7.2,2020-01-06 13:39:21.427210240,ExoClock observation
Mauro calo,-3.312,1.728,1.728,2020-01-06 13:36:52.992000256,ETD
Pere guerra,-17.136,16.5456,16.5456,2019-12-24 17:00:35.999999744,ETD
A. jerahian,-6.336,2.088,2.088,2019-12-11 20:48:55.584000000,ETD
Veli-pekka hentunen,-4.176,1.2528,1.2528,2019-04-05 07:33:11.808000256,ETD
Riley larochelle,2.304,1.152,1.152,2019-03-13 20:00:16.992000256,ETD
J garlitz,-3.168,1.2672,1.2672,2019-03-13 19:54:47.808000256,ETD
Josep gaitan,-3.456,0.9936,0.9936,2019-03-07 09:43:17.183999744,ETD
Fran campos,-4.032,1.152,1.152,2019-02-22 13:20:15.936000256,ETD
Anael wunsche,-17.712,1.3536,1.3536,2019-02-22 13:06:36.000000000,ETD
Anael wunsche,6.768,0.864,0.864,2019-02-19 08:25:28.991999744,ETD
Jean plazas,-22.752,,,2019-02-06 11:33:26.784000000,ETD
Anael wunsche,-4.464,2.304,2.304,2019-01-21 10:23:40.703999744,ETD
Veli-pekka hentunen,-10.8,1.9584,1.9584,2018-02-21 08:33:19.872000256,ETD
Jens-peter jacobsen,-4.176,5.4,5.4,2018-01-07 09:21:19.584000000,ETD
Manfred raetz,-3.312,1.7568,1.7568,2017-03-27 12:02:30.336000000,ETD
David molina,-0.288,0.9648,0.9648,2017-01-25 11:18:42.912000000,ETD
Veli-pekka hentunen,0.576,0.648,0.648,2016-12-11 12:00:58.751999744,ETD
Medulka t.,-19.296,4.5648,4.5648,2016-11-25 10:13:03.936000000,ETD
Aaav astrofili valdera,-13.68,,,2015-04-14 09:05:24.000000256,ETD
