date,observer,oc,oce,source
2021-10-27,Ana\xc3\xabl W\xc3\xbcnsche,-0.9,1.2,ExoClock observation
2021-10-02,Yves Jongen,-1.6,1.4,ExoClock observation
2021-09-10,Yves Jongen,1.7,1.2,ExoClock observation
2021-09-10,Ana\xc3\xabl W\xc3\xbcnsche,-0.6,1.0,ExoClock observation
2021-08-22,Yves Jongen,2.0,2.0,ExoClock observation
2021-07-25,Yves Jongen,-0.6,2.0,ExoClock observation
2021-06-08,Yves Jongen,-4.5,1.2,ExoClock observation
2020-11-17,jean pascal vignes,-2.5,1.3,ExoClock observation
2020-10-26,Yves Jongen,0.3,0.9,ExoClock observation
2020-10-23,Yves Jongen,3.1,0.9,ExoClock observation
2020-10-20,Yves Jongen,-0.5,1.4,ExoClock observation
2020-08-09,Yves Jongen,4.5,1.7,ExoClock observation
2018-08-08,Addison et al. 2019,-0.9,0.5,ExoClock literature
2010-09-01,Anderson et al. 2012,1.1,0.8,ExoClock literature
