observer,oc,oceu,ocel,date,source
Kevin Johnson,-1.3,2.0,2.0,2022-01-05 12:09:20.323213056,ExoClock observation
Yves jongen,0.72,1.5408,1.5408,2021-11-29 14:24:29.375999744,ETD
Jean,-2.16,2.3328,2.3328,2021-02-07 08:04:41.376000000,ETD
Jean plazas,0.432,,,2020-02-24 09:25:40.511999744,ETD
Anaël Wünsche,-1.8,1.2,1.2,2020-02-24 09:23:19.679996160,ExoClock observation
Anaël wünsche,-3.312,0.9648,0.9648,2020-02-24 09:21:49.824000256,ETD
Veli-pekka hentunen,-1.44,1.44,1.44,2020-02-04 06:14:21.408000000,ETD
John Savage,3.3,2.4,2.4,2020-01-28 13:15:59.644831744,ExoClock observation
Stephane ferratfiat,-1.296,0.8208,0.8208,2020-01-08 10:02:04.704000000,ETD
Mauro calo,-14.112,2.6496,2.6496,2020-01-08 09:49:20.927999744,ETD
Anaël wünsche,-18.432,1.8576,1.8576,2019-12-02 11:57:52.128000000,ETD
David molina,-4.752,1.7424,1.7424,2017-12-24 13:13:25.536000256,ETD
František lomoz,-0.432,4.9248,4.9248,2017-02-15 12:23:16.224000000,ETD
František lomoz,-14.4,2.4192,2.4192,2017-02-15 12:09:12.959999744,ETD
Matthieu bachschmidt,0.0,1.584,1.584,2016-12-30 13:01:56.064000000,ETD
Kjurkchieva et al. 2016,1.2,0.7,0.7,2015-02-18 10:17:42.777645824,ExoClock literature
Marc bretton,1.008,1.3392,1.3392,2015-01-12 12:30:11.807999744,ETD
Faustino garcia,-10.368,1.656,1.656,2015-01-02 10:44:04.992000000,ETD
Whitehurst d.,-7.776,8.3088,8.3088,2014-03-26 14:36:09.216000256,ETD
Gonzalez j.,-1.584,1.6992,1.6992,2013-12-02 12:49:21.792000000,ETD
René r.,-5.04,2.5056,2.5056,2013-12-02 12:46:00.479999744,ETD
Horta f. g.,2.88,2.2608,2.2608,2012-11-01 14:50:27.167999744,ETD
Shadic s.,-1.44,2.6784,2.6784,2012-02-03 20:10:08.832000000,ETD
Fernand emering,-2.016,2.2752,2.2752,2012-01-31 11:38:01.536000000,ETD
Trnka j.,-4.752,2.4336,2.4336,2012-01-31 11:35:19.103999744,ETD
Lopesino j.,2.016,2.2896,2.2896,2012-01-21 10:07:26.976000256,ETD
Wang et al. 2013,-1.5,0.5,0.5,2011-03-08 16:06:41.385618688,ExoClock literature
Naves r.,-0.144,1.5264,1.5264,2011-02-06 11:23:33.216000256,ETD
Husar d.,-13.968,6.3216,6.3216,2010-11-24 15:35:28.032000000,ETD
Kipping et al. 2010,0.6,0.4,0.4,2010-02-15 19:40:03.129619456,ExoClock literature
Kipping et al. 2010,0.9,1.2,1.2,2010-02-05 18:05:41.366404352,ExoClock literature
"D. m. kipping et al., 2010",0.0,0.3456,0.3456,2010-01-19 23:26:26.016000256,ETD
Kipping et al. 2010,-0.4,0.9,0.9,2010-01-16 14:55:03.840029184,ExoClock literature
Kipping et al. 2010,0.4,0.9,0.9,2010-01-09 21:52:45.331211776,ExoClock literature
