,date,observer,oc,oce,source
0,2022-03-22,St\xc3\xa9phane Montchaud,1.3,1.4,ExoClock observation
1,2022-03-22,Yves Jongen,-1.3,0.7,ExoClock observation
2,2022-03-15,Paolo Arcangelo Matassa,-0.2,1.3,ExoClock observation
3,2022-03-01,Robert Roth,-2.5,1.3,ExoClock observation
