date,observer,oc,oce,source
2022-03-17,Yves Jongen,-69.5,3.6,ExoClock observation
2022-03-09,Paolo Arcangelo Matassa,-79.5,3.6,ExoClock observation
2022-02-26,Didier Walliang,-72.5,3.0,ExoClock observation
2022-02-26,Adrian Jones,-77.0,2.3,ExoClock observation
2022-02-26,Yves Jongen,-77.6,1.9,ExoClock observation
2022-02-26,St\xc3\xa9phane Montchaud,-78.0,2.9,ExoClock observation
2022-02-05,Trevor Gainey,-73.9,2.3,ExoClock observation
2022-02-05,Martin Crow,-78.5,2.7,ExoClock observation
2022-02-05,Adrian Jones,-79.7,2.7,ExoClock observation
2022-01-14,Robert Roth,-78.5,1.4,ExoClock observation
2022-01-03,Yves Jongen,-71.2,1.9,ExoClock observation
2021-12-16,Alessandro Marchini,-72.3,11.5,ExoClock observation
