observer,oc,oceu,ocel,date,source
Marc bretton,-13.968,5.8464,5.8464,2014-11-22 10:36:20.159999744,ETD
Benni p.,5.76,1.5408,1.5408,2014-09-19 19:21:12.095999744,ETD
Ohshima o.,1.44,2.7504,2.7504,2012-12-01 02:16:47.135999744,ETD
Jordi lopesino,70.128,944.1792,944.1792,2011-12-06 11:08:02.688000256,ETD
Zíbar m.,9.072,3.2544,3.2544,2011-09-12 13:20:38.399999744,ETD
Trnka j.,7.344,1.9008,1.9008,2011-09-12 13:18:53.856000256,ETD
Alessandro Marchini,4.5,1.4,1.4,2011-09-12 13:17:09.916790016,ExoClock observation
Brát l.,-3.744,3.3408,3.3408,2011-09-12 13:07:50.304000000,ETD
Brát l.,2.88,4.2912,4.2912,2011-05-29 11:16:17.760000000,ETD
Naves r.,-3.168,2.1024,2.1024,2010-11-19 12:25:43.104000000,ETD
Lopresti c.,10.224,2.7936,2.7936,2010-10-29 07:27:37.440000256,ETD
Alessandro Marchini,8.7,1.7,1.7,2010-10-29 07:27:10.108787200,ExoClock observation
Justin tieman,4.752,2.088,2.088,2009-11-02 15:04:36.480000000,ETD
Gregorio j.,4.32,3.888,3.888,2009-10-12 09:52:33.600000256,ETD
Srdoc,-1.152,3.312,3.312,2009-07-19 13:00:46.080000256,ETD
Naves,-7.92,2.592,2.592,2009-07-19 12:54:00.000000000,ETD
Nutzman et al 2010,-0.144,0.1483,0.1483,2009-02-21 00:40:28.271999744,ETD
Nutzman et. al 2010,-0.144,0.1555,0.1555,2008-12-19 09:05:32.035200000,ETD
Gregorio,-0.288,2.016,2.016,2008-12-19 09:05:28.320000000,ETD
Gary,0.72,3.312,3.312,2008-11-06 22:43:14.880000000,ETD
Nutzman et. al 2010,0.288,0.1166,0.1166,2008-11-06 22:42:43.862400256,ETD
Foote,-2.592,4.752,4.752,2008-11-06 22:39:56.160000000,ETD
Gary,-6.336,2.592,2.592,2008-10-16 17:24:34.560000256,ETD
Gregorio,1.44,3.168,3.168,2008-09-25 12:20:44.160000000,ETD
Dubovský p. a.,-8.496,6.5376,6.5376,2008-09-25 12:10:47.136000256,ETD
Flwo telescope,0.288,1.08,1.08,2007-12-24 16:48:38.016000000,ETD
Apt telescope,-0.72,0.936,0.936,2007-12-24 16:47:35.807999744,ETD
Gary,-3.744,1.728,1.728,2007-12-24 16:44:32.640000000,ETD
Gillon et al 2008,-1.584,1.1088,1.1088,2007-12-03 11:35:06.143999744,ETD
Narita et al 2007,-4.176,3.024,3.024,2007-11-12 06:20:52.799999744,ETD
Irwin et al 2008,-1.152,2.88,2.88,2007-09-30 20:00:40.320000000,ETD
Barbieri et al 2007,-11.808,2.88,2.88,2007-09-09 14:38:24.000000000,ETD
