date,observer,oc,oceu,ocel,source
2017-12-20 22:35:16.224000256,Joe garlitz,-0.576,2.736,2.736,ETD
2017-12-11 22:50:58.848000000,Joe garlitz,-3.6,3.2832,3.2832,ETD
2017-03-08 08:28:33.888000256,David molina,-10.656,4.4352,4.4352,ETD
2017-02-27 08:55:16.608000256,David molina,-2.88,2.6784,2.6784,ETD
2017-02-27 08:48:48.672000256,Luis tremosa,-9.216,2.8512,2.8512,ETD
2017-02-15 09:18:31.968000000,Vrašťák m,-4.752,2.5776,2.5776,ETD
2017-01-10 11:00:09.216000256,František lomoz,21.456,4.5792,4.5792,ETD
2017-01-10 10:32:38.112000000,František lomoz,-6.048,3.0672,3.0672,ETD
2017-01-01 10:54:35.711999744,Girardin eric,-2.88,2.1744,2.1744,ETD
2016-12-29 11:04:43.103999744,Girardin eric,0.864,2.0592,2.0592,ETD
2016-12-17 11:29:26.591999744,Marc bretton,0.432,2.7792,2.7792,ETD
2016-09-27 14:03:25.344000000,Caa1 s39 astro queyras,-15.264,47.7648,47.7648,ETD
2015-04-28 08:25:54.048000256,Lillo-box et al. (2016),-0.288,0.3168,0.3168,ETD
