date,observer,oc,oce,source
2022-01-20,Marc SERRAU,-4.2,2.6,ExoClock observation
2021-10-17,Fabio Mortari,-4.1,2.7,ExoClock observation
2021-10-03,Yves Jongen,-1.7,1.2,ExoClock observation
2021-09-15,Dim Stouraitis,-1.3,2.7,ExoClock observation
2021-09-15,Adam Popowicz,1.0,4.3,ExoClock observation
2020-11-04,Martin Crow,2.1,2.2,ExoClock observation
2017-12-18,Mallonn et al. 2019,-2.5,0.9,ExoClock literature
2017-12-07,Mallonn et al. 2019,0.6,0.9,ExoClock literature
2016-11-04,Wang et al. 2018,-0.0,0.9,ExoClock literature
2016-01-28,Wang et al. 2018,1.0,2.6,ExoClock literature
2016-01-24,Ana\xc3\xabl W\xc3\xbcnsche,-0.1,0.7,ExoClock observation
2016-01-17,Wang et al. 2018,-1.1,1.8,ExoClock literature
2015-12-12,Ana\xc3\xabl W\xc3\xbcnsche,-3.3,1.9,ExoClock observation
2015-11-01,Ana\xc3\xabl W\xc3\xbcnsche,4.0,1.9,ExoClock observation
2015-02-11,Ana\xc3\xabl W\xc3\xbcnsche,2.5,0.7,ExoClock observation
2015-02-11,Ana\xc3\xabl W\xc3\xbcnsche,-0.2,0.9,ExoClock observation
2015-02-04,Wang et al. 2018,-3.2,1.7,ExoClock literature
2013-11-30,Wang et al. 2018,1.1,0.8,ExoClock literature
2013-11-19,Wang et al. 2018,0.4,1.5,ExoClock literature
2013-11-04,Mallonn et al. 2019,0.2,1.4,ExoClock literature
2013-10-17,Wang et al. 2018,1.5,1.5,ExoClock literature
2013-09-25,Wang et al. 2018,-1.6,1.0,ExoClock literature
2010-01-02,Wang et al. 2018,0.2,0.5,ExoClock literature
2009-12-11,Quinn et al. 2012,-1.1,0.7,ExoClock literature
2009-11-01,Wang et al. 2018,0.3,1.1,ExoClock literature
