,index,date,observer,oc,oce,source
0,32,2022-02-27,Simon Dawes,0.2,4.3,ExoClock observation
1,33,2022-02-27,Adrian Jones,-2.0,1.7,ExoClock observation
2,34,2022-02-24,Jack Lloyd-Walters,1.7,2.9,ExoClock observation
3,35,2022-01-23,St\xc3\xa9phane Montchaud,-5.7,2.7,ExoClock observation
4,36,2021-04-18,T\xc3\xb5nis Eenm\xc3\xa4e,-1.5,2.3,ExoClock observation
5,37,2021-02-10,Ferran Grau Horta,-1.5,1.7,ExoClock observation
6,38,2021-02-07,Yves Jongen,-0.1,1.6,ExoClock observation
7,39,2020-04-01,Fabio Mortari,3.5,3.2,ExoClock observation
8,40,2020-04-01,Manfred Raetz,-1.4,1.6,ExoClock observation
9,41,2020-04-01,Mauro Cal\xc3\xb3,-5.4,5.8,ExoClock observation
10,42,2020-03-29,Fabio Mortari,1.3,1.7,ExoClock observation
11,43,2015-02-09,Ana\xc3\xabl W\xc3\xbcnsche,4.0,2.4,ExoClock observation
12,0,2014-02-13,Sada et al. 2016,3.1,2.0,ExoClock literature
13,2,2013-03-03,Turner et al. 2016,-4.4,2.0,ExoClock literature
14,1,2013-03-03,Sada et al. 2016,1.5,1.6,ExoClock literature
15,3,2013-01-24,Sada et al. 2016,3.6,1.7,ExoClock literature
16,44,2012-02-21,Filip Walter,1.3,2.2,ExoClock observation
17,4,2012-01-08,Sada et al. 2016,-0.2,2.2,ExoClock literature
18,5,2011-04-17,Southworth et al. 2012,-3.8,1.8,ExoClock literature
19,7,2011-03-02,Sada et al. 2016,-1.8,1.7,ExoClock literature
20,6,2011-03-02,Fulton et al. 2011,-0.9,2.4,ExoClock literature
21,8,2011-02-27,Fulton et al. 2011,-0.0,1.9,ExoClock literature
22,9,2011-02-24,Fulton et al. 2011,1.8,2.2,ExoClock literature
23,10,2011-02-21,Fulton et al. 2011,-2.1,3.2,ExoClock literature
24,45,2011-02-09,Filip Walter,2.3,7.2,ExoClock observation
25,11,2011-02-09,Nascimbeni et al. 2011,1.1,2.4,ExoClock literature
26,12,2011-02-06,Southworth et al. 2012,-0.2,1.4,ExoClock literature
27,13,2011-02-06,Nascimbeni et al. 2011,-1.3,1.5,ExoClock literature
28,14,2011-02-03,Nascimbeni et al. 2011,-1.5,4.3,ExoClock literature
29,15,2011-02-03,Southworth et al. 2012,-6.7,2.9,ExoClock literature
30,16,2011-02-01,Nascimbeni et al. 2011,-0.1,1.7,ExoClock literature
31,17,2011-02-01,Southworth et al. 2012,-4.2,2.7,ExoClock literature
32,18,2011-01-29,P\xc3\xa1l et al. 2011,0.3,2.6,ExoClock literature
33,19,2011-01-26,Sada et al. 2016,3.4,2.2,ExoClock literature
34,20,2011-01-23,Sada et al. 2016,-0.7,1.7,ExoClock literature
35,21,2011-01-02,Nascimbeni et al. 2011,0.6,3.9,ExoClock literature
36,22,2010-12-30,P\xc3\xa1l et al. 2011,2.9,5.8,ExoClock literature
37,23,2010-12-28,P\xc3\xa1l et al. 2011,-4.8,1.4,ExoClock literature
38,24,2010-11-11,Fulton et al. 2011,2.4,2.0,ExoClock literature
39,25,2010-03-20,Fulton et al. 2011,2.8,3.8,ExoClock literature
40,26,2010-02-13,Sada et al. 2016,-1.1,2.8,ExoClock literature
41,27,2010-02-04,Fulton et al. 2011,-3.1,1.3,ExoClock literature
42,28,2009-12-31,Fulton et al. 2011,2.7,1.8,ExoClock literature
43,29,2009-12-28,Fulton et al. 2011,-1.0,3.3,ExoClock literature
44,30,2009-12-11,Sada et al. 2016,0.0,0.3,ExoClock literature
45,31,2008-11-09,Bakos et al. 2009,1.0,0.5,ExoClock literature
