,index,date,observer,oc,oce,source
0,3,2021-10-07,Manfred Raetz,0.5,0.9,ExoClock observation
1,4,2021-09-10,Adam Popowicz,8.9,4.3,ExoClock observation
2,5,2021-09-10,Yves Jongen,1.9,1.7,ExoClock observation
3,6,2021-09-10,Claudio Lopresti,-11.1,3.2,ExoClock observation
4,7,2021-09-07,Jean-Baptiste Marquette,5.5,2.6,ExoClock observation
5,8,2021-09-07,Adrian Jones,2.3,2.0,ExoClock observation
6,9,2021-09-07,Patrick Brandebourg,-0.7,2.2,ExoClock observation
7,13,2021-08-14,Adam Popowicz,2.7,2.7,ExoClock observation
8,12,2021-08-14,Carmelo Falco,3.0,2.6,ExoClock observation
9,16,2021-08-14,Alessandro Marchini,-0.0,1.9,ExoClock observation
10,15,2021-08-14,Yves Jongen,2.3,2.2,ExoClock observation
11,14,2021-08-14,Carmelo Falco,2.6,1.7,ExoClock observation
12,11,2021-08-14,Paolo Arcangelo Matassa,3.1,5.8,ExoClock observation
13,10,2021-08-14,Claudio Lopresti,3.1,4.3,ExoClock observation
14,17,2021-08-11,Adrian Jones,-1.2,4.3,ExoClock observation
15,18,2021-07-26,Taewoo Kim,8.0,1.3,ExoClock observation
16,19,2020-10-06,T\xc3\xb5nis Eenm\xc3\xa4e,-0.9,1.3,ExoClock observation
17,20,2020-09-29,Yves Jongen,-1.1,2.9,ExoClock observation
18,21,2020-09-06,Ana\xc3\xabl W\xc3\xbcnsche,-2.2,2.2,ExoClock observation
19,23,2020-08-10,Mauro Cal\xc3\xb3,-4.1,1.9,ExoClock observation
20,22,2020-08-10,Carmelo Falco,2.8,1.3,ExoClock observation
21,24,2019-10-02,Martin Crow,-2.1,4.3,ExoClock observation
22,25,2018-07-13,Yves Jongen,-2.3,1.7,ExoClock observation
23,26,2012-09-22,Filip Walter,-0.3,1.4,ExoClock observation
24,0,2009-11-25,Todorov et al. 2012,1.3,0.5,ExoClock literature
25,1,2008-10-01,Todorov et al. 2012,1.8,0.9,ExoClock literature
26,2,2006-10-27,Noyes et al. 2008,-0.9,0.4,ExoClock literature
