,date,observer,oc,oce,source
0,2022-03-07,Sebastien Brouillard,3.2,3.6,ExoClock observation
1,2021-05-02,Yves Jongen,1.4,0.7,ExoClock observation
2,2021-04-28,Carmelo Falco,-0.6,0.7,ExoClock observation
3,2021-03-15,Yves Jongen,-1.1,0.9,ExoClock observation
4,2020-05-11,Yves Jongen,-0.7,1.3,ExoClock observation
