date,observer,oc,oce,source
2021-10-17,Yves Jongen,-3.9,1.3,ExoClock observation
2021-09-05,Didier Laloum,-3.6,1.6,ExoClock observation
2021-08-22,Alessandro Marchini,-1.0,2.4,ExoClock observation
2021-08-22,Yves Jongen,-1.3,1.0,ExoClock observation
2021-08-22,Paolo Arcangelo Matassa,-5.6,4.3,ExoClock observation
2021-08-08,Yves Jongen,2.5,0.9,ExoClock observation
2021-07-11,Dim Stouraitis,-2.9,1.6,ExoClock observation
2021-07-11,Giorgio Baj,-3.7,1.3,ExoClock observation
2021-06-14,Yves Jongen,3.3,0.9,ExoClock observation
2021-05-17,Adam Popowicz,-3.0,1.9,ExoClock observation
2021-05-17,Yves Jongen,2.2,1.2,ExoClock observation
2020-11-21,Ana\xc3\xabl W\xc3\xbcnsche,-1.1,1.3,ExoClock observation
2020-11-21,Yves Jongen,1.3,1.4,ExoClock observation
2020-11-07,Manfred Raetz,-1.3,1.0,ExoClock observation
2020-08-15,Yves Jongen,-0.2,0.9,ExoClock observation
2020-07-04,Massimiliano Mannucci,-0.0,0.9,ExoClock observation
2020-06-20,Francois Regembal,3.7,1.2,ExoClock observation
2020-05-23,Roland Casali,1.3,0.6,ExoClock observation
2020-04-12,Yves Jongen,1.0,0.9,ExoClock observation
2019-06-28,Dim Stouraitis,-1.4,1.4,ExoClock observation
2018-09-10,Yves Jongen,0.8,1.7,ExoClock observation
2018-09-10,Ana\xc3\xabl W\xc3\xbcnsche,-0.1,1.0,ExoClock observation
2018-08-27,Ana\xc3\xabl W\xc3\xbcnsche,0.4,0.6,ExoClock observation
2018-08-13,Yves Jongen,-1.5,1.0,ExoClock observation
2018-07-30,Yves Jongen,-0.2,1.2,ExoClock observation
2018-07-03,Ana\xc3\xabl W\xc3\xbcnsche,-2.9,0.7,ExoClock observation
2018-07-03,Yves Jongen,0.3,1.0,ExoClock observation
2018-06-19,Ana\xc3\xabl W\xc3\xbcnsche,1.3,0.7,ExoClock observation
2017-10-29,Mario Morales Aimar,-1.0,1.7,ExoClock observation
2017-10-15,Ana\xc3\xabl W\xc3\xbcnsche,-0.2,0.4,ExoClock observation
2017-06-11,Marc Deldem,-0.2,1.2,ExoClock observation
2017-05-28,Alessandro Marchini,-2.4,1.3,ExoClock observation
2017-05-28,Ana\xc3\xabl W\xc3\xbcnsche,-1.9,1.4,ExoClock observation
2016-08-25,Ana\xc3\xabl W\xc3\xbcnsche,1.1,0.6,ExoClock observation
2016-05-21,Ana\xc3\xabl W\xc3\xbcnsche,-1.0,0.6,ExoClock observation
2015-09-29,Maciejewski et al. 2016,-0.8,1.7,ExoClock literature
2015-08-04,Ana\xc3\xabl W\xc3\xbcnsche,-1.0,0.7,ExoClock observation
2015-07-02,Turner et al. 2017,-0.5,0.8,ExoClock literature
2015-07-02,Turner et al. 2017,-1.2,0.8,ExoClock literature
2015-06-24,Ana\xc3\xabl W\xc3\xbcnsche,3.2,1.2,ExoClock observation
2015-05-27,Ana\xc3\xabl W\xc3\xbcnsche,-0.0,1.0,ExoClock observation
2015-05-13,Ana\xc3\xabl W\xc3\xbcnsche,-3.9,1.0,ExoClock observation
2013-09-29,Maciejewski et al. 2016,2.6,1.1,ExoClock literature
2012-10-03,Maciejewski et al. 2016,1.7,1.1,ExoClock literature
2012-07-25,Maciejewski et al. 2016,0.4,1.2,ExoClock literature
2011-03-21,Bakos et al. 2012,0.2,0.4,ExoClock literature
