,date,observer,oc,oce,source
0,2021-06-22,Yves Jongen,-3.3,0.7,ExoClock observation
1,2021-06-06,Yves Jongen,-2.3,0.7,ExoClock observation
2,2020-11-04,Yves Jongen,-0.2,1.0,ExoClock observation
