date,observer,oc,oce,source
2022-01-26,Roger Dymock,2.7,3.0,ExoClock observation
2022-01-26,Andre Kovacs,1.6,2.9,ExoClock observation
2021-12-29,Paolo Arcangelo Matassa,0.1,2.6,ExoClock observation
2021-12-16,Yves Jongen,0.1,0.6,ExoClock observation
2021-11-08,christian PANTACCHINI,-0.3,4.3,ExoClock observation
2021-10-04,Taewoo Kim,0.7,0.6,ExoClock observation
2021-09-21,Dominique DANIEL,0.9,3.0,ExoClock observation
2021-07-26,Yves Jongen,1.5,0.6,ExoClock observation
2020-12-01,Carmelo Falco,2.7,1.0,ExoClock observation
2020-11-20,Yves Jongen,-1.1,0.7,ExoClock observation
2020-11-12,Martin Fowler,5.6,2.0,ExoClock observation
2020-09-30,Yves Jongen,0.6,0.6,ExoClock observation
2020-09-28,Yves Jongen,0.2,0.7,ExoClock observation
2020-09-26,Yves Jongen,2.3,1.0,ExoClock observation
2020-01-20,Yves Jongen,-0.4,0.9,ExoClock observation
2019-12-08,Yves Jongen,-1.1,0.4,ExoClock observation
2019-10-29,Ana\xc3\xabl W\xc3\xbcnsche,2.7,2.6,ExoClock observation
2019-10-29,Yves Jongen,-1.5,0.9,ExoClock observation
2019-01-03,Ana\xc3\xabl W\xc3\xbcnsche,-1.5,1.6,ExoClock observation
2018-11-14,Ana\xc3\xabl W\xc3\xbcnsche,0.3,0.6,ExoClock observation
2014-12-11,Ana\xc3\xabl W\xc3\xbcnsche,1.9,0.7,ExoClock observation
2010-12-28,Gillon et al. 2011,-0.2,0.3,ExoClock literature
