date,observer,oc,oce,source
2021-11-09,Michael Irzyk,0.8,2.6,ExoClock observation
2021-10-09,Mark Salisbury,-3.3,1.6,ExoClock observation
2021-09-11,Yves Jongen,-4.0,1.4,ExoClock observation
2021-08-11,Yves Jongen,-3.5,1.4,ExoClock observation
2021-08-08,Carmelo Falco,1.6,1.9,ExoClock observation
2021-07-07,Yves Jongen,1.4,1.6,ExoClock observation
2020-08-26,Stephane Ferratfiat,0.9,1.0,ExoClock observation
2020-08-02,Yves Jongen,-0.1,1.3,ExoClock observation
2020-07-26,Ana\xc3\xabl W\xc3\xbcnsche,-2.1,1.3,ExoClock observation
2020-06-26,Carmelo Falco,-2.5,2.4,ExoClock observation
2019-09-11,Ana\xc3\xabl W\xc3\xbcnsche,-3.3,3.0,ExoClock observation
2019-08-25,Mario Morales Aimar,-3.7,4.3,ExoClock observation
2019-08-25,Yves Jongen,-0.3,1.6,ExoClock observation
2019-07-29,Ana\xc3\xabl W\xc3\xbcnsche,-2.9,2.3,ExoClock observation
2017-10-07,Patra et al. 2020,2.9,1.0,ExoClock literature
2016-08-25,Ana\xc3\xabl W\xc3\xbcnsche,-1.1,1.6,ExoClock observation
2014-01-10,Barros et al. 2016,-0.1,0.3,ExoClock literature
