,index,date,observer,oc,oce,source
0,6,2022-03-01,Yves Jongen,1.0,0.7,ExoClock observation
1,7,2022-03-01,jean pascal vignes,0.7,0.6,ExoClock observation
2,10,2022-02-26,Ana\xc3\xabl W\xc3\xbcnsche,-1.0,1.3,ExoClock observation
3,8,2022-02-26,jean pascal vignes,-0.3,0.7,ExoClock observation
4,9,2022-02-26,Yves Jongen,-0.7,0.6,ExoClock observation
5,11,2022-01-07,Yves Jongen,2.1,0.7,ExoClock observation
6,12,2021-02-23,Yves Jongen,1.3,1.0,ExoClock observation
7,13,2021-02-17,Yves Jongen,-1.6,0.9,ExoClock observation
8,14,2021-01-01,Yves Jongen,-0.7,1.0,ExoClock observation
9,15,2020-12-29,Yves Jongen,-1.1,0.9,ExoClock observation
10,16,2020-12-26,Yves Jongen,-0.0,1.2,ExoClock observation
11,17,2020-12-23,Yves Jongen,-0.7,0.7,ExoClock observation
12,18,2020-04-14,Yves Jongen,0.4,0.7,ExoClock observation
13,19,2020-04-11,Yves Jongen,0.6,0.6,ExoClock observation
14,20,2020-02-06,Yves Jongen,-0.6,1.0,ExoClock observation
15,0,2012-02-25,Nikolov et al. 2013,0.2,0.1,ExoClock literature
16,1,2010-12-31,Triaud et al. 2011,-1.4,0.7,ExoClock literature
17,2,2010-12-22,Triaud et al. 2011,-0.8,0.4,ExoClock literature
18,3,2010-02-07,Triaud et al. 2011,0.1,1.1,ExoClock literature
19,4,2009-09-27,Triaud et al. 2011,0.3,1.0,ExoClock literature
20,5,2008-12-13,Triaud et al. 2011,-1.3,1.1,ExoClock literature
