date,observer,oc,oce,source
2022-03-10,Paolo Arcangelo Matassa,1.6,1.7,ExoClock observation
2021-11-15,Manfred Raetz,-5.7,1.7,ExoClock observation
2021-11-01,Trevor Gainey,4.3,2.6,ExoClock observation
2021-11-01,Trevor Gainey,1.6,2.3,ExoClock observation
2021-08-26,Yves Jongen,0.9,0.9,ExoClock observation
2021-07-30,ERIC MINY,0.3,1.6,ExoClock observation
2021-07-04,Adam Popowicz,1.8,2.0,ExoClock observation
2021-04-29,Carmelo Falco,-1.0,1.0,ExoClock observation
2020-07-26,Stephen M. Brincat,-2.2,1.6,ExoClock observation
2020-06-03,Francois Regembal,-0.3,1.2,ExoClock observation
2020-05-21,Adrian Jones,2.4,1.2,ExoClock observation
2020-04-25,Martin Crow,1.3,1.4,ExoClock observation
2020-04-12,Danilo Sedita,-2.6,1.2,ExoClock observation
2018-08-01,Ana\xc3\xabl W\xc3\xbcnsche,-1.0,0.9,ExoClock observation
2018-07-19,Mario Morales Aimar,-3.9,3.5,ExoClock observation
2016-08-06,Ana\xc3\xabl W\xc3\xbcnsche,4.0,1.0,ExoClock observation
2016-07-24,Ana\xc3\xabl W\xc3\xbcnsche,3.7,1.4,ExoClock observation
2015-06-07,Turner et al. 2017,-2.3,1.1,ExoClock literature
2011-05-27,Southworth et al. 2012,0.7,0.3,ExoClock literature
2010-08-23,Southworth et al. 2012,-1.3,0.5,ExoClock literature
2010-08-23,Southworth et al. 2012,-1.0,0.4,ExoClock literature
2010-08-23,Southworth et al. 2012,0.1,1.0,ExoClock literature
2007-05-21,Bakos et al. 2007,0.4,0.3,ExoClock literature
