observer,oc,oceu,ocel,date,source
Yves Jongen,-2.1,2.6,2.6,2022-03-03 09:52:26.140810752,ExoClock observation
Manfred Raetz,-2.7,4.3,4.3,2022-03-03 09:51:50.140804864,ExoClock observation
Yves jongen,-1.728,1.7856,1.7856,2022-03-03 09:51:40.032000256,ETD
Manfred raetz,-3.312,2.3904,2.3904,2022-03-03 09:49:58.944000000,ETD
Sebastien Brouillard,7.9,5.8,5.8,2022-02-19 12:43:13.219207168,ExoClock observation
Adrian Jones,3.5,3.2,3.2,2022-02-10 14:39:24.528004864,ExoClock observation
Yves jongen,-8.064,3.3408,3.3408,2021-04-07 12:06:59.039999744,ETD
Yves jongen,-10.8,2.1456,2.1456,2021-04-04 12:44:28.896000256,ETD
Paul Benni,4.3,1.9,1.9,2021-03-20 16:21:47.184004864,ExoClock observation
Paul benni,-2.304,2.4768,2.4768,2021-03-20 16:13:58.368000000,ETD
Taewoo Kim,0.9,4.3,4.3,2021-01-29 03:41:43.267170560,ExoClock observation
Hartman et al. (2016),0.0,1.0368,1.0368,2015-08-23 19:10:39.648000000,ETD
