observer,oc,oceu,ocel,date,source
Sahsheem davis & nathaniel lechtzin,0.288,0.4896,0.4896,2021-11-01 13:43:08.832000000,ETD
Francesco Scaggiante,-1.4,0.9,0.9,2021-10-28 06:27:19.889998848,ExoClock observation
"Francesco scaggiante, danilo zardin,marco fiaschi",0.576,1.3968,1.3968,2021-10-28 06:25:08.544000256,ETD
Andras Dan,-1.8,1.2,1.2,2021-10-15 08:31:43.844444416,ExoClock observation
Claudio Lopresti,-4.1,1.3,1.3,2021-10-15 08:29:25.844468736,ExoClock observation
Andre Kovacs,-2.0,3.2,3.2,2021-09-21 16:20:19.761063168,ExoClock observation
Anaël Wünsche,-0.0,0.4,0.4,2021-09-17 09:03:55.745854720,ExoClock observation
Anaël wünsche,2.736,0.432,0.432,2021-09-17 09:02:29.472000256,ETD
Didier Walliang,-3.2,1.3,1.3,2021-09-17 09:00:43.745850112,ExoClock observation
Kevin Johnson,2.2,2.2,2.2,2021-09-04 11:10:55.700379648,ExoClock observation
Paolo Arcangelo Matassa,-4.0,1.2,1.2,2021-09-04 11:04:43.700385792,ExoClock observation
Ivo Peretto,-0.8,1.0,1.0,2021-08-20 09:33:31.647306496,ExoClock observation
Aaav astrofili valdera,0.144,,,2021-08-20 09:30:23.039999744,ETD
Jean-Baptiste Marquette,-1.9,1.0,1.0,2021-08-07 11:37:13.601778688,ExoClock observation
Manfred Raetz,-3.4,0.7,0.7,2021-07-23 10:01:19.548659968,ExoClock observation
Manfred raetz,-0.144,0.6624,0.6624,2021-07-23 10:00:22.752000000,ETD
Bernhard Wenzel,4.9,5.8,5.8,2021-07-10 12:14:25.503211264,ExoClock observation
Bernhard Wenzel,4.9,4.3,4.3,2021-07-10 12:14:25.503211264,ExoClock observation
Bernhard wenzel,-0.72,7.0416,7.0416,2021-07-10 12:04:42.528000000,ETD
Paolo Arcangelo Matassa,-1.5,2.3,2.3,2021-06-25 10:33:37.450118144,ExoClock observation
Manfred Raetz,1.8,1.0,1.0,2021-06-12 12:41:43.404606976,ExoClock observation
Roberto pidal,5.76,1.224,1.224,2021-06-12 12:41:37.824000000,ETD
Carmelo Falco,1.0,1.9,1.9,2021-06-12 12:40:55.404585472,ExoClock observation
Manfred raetz,4.752,0.792,0.792,2021-06-12 12:40:35.615999744,ETD
Carmelo Falco,-0.9,1.7,1.7,2021-06-12 12:39:01.404600320,ExoClock observation
Ferran Grau Horta,-0.1,0.7,0.7,2020-11-09 07:19:48.646204672,ExoClock observation
Ferran grau horta,2.592,0.6336,0.6336,2020-11-09 07:18:31.392000000,ETD
Carl r knight,0.72,0.5904,0.5904,2020-09-07 21:19:55.776000000,ETD
F. lomoz,4.032,1.7712,1.7712,2020-08-19 12:30:22.176000256,ETD
Pedro martorell,2.304,0.9216,0.9216,2020-08-04 10:54:19.296000000,ETD
Manfred Raetz,1.4,0.6,0.6,2020-07-22 13:02:06.259410432,ExoClock observation
Yves Jongen,0.5,1.0,1.0,2020-07-22 13:01:12.259421696,ExoClock observation
Yves jongen,3.744,0.6912,0.6912,2020-07-22 13:00:27.072000256,ETD
Manfred raetz,1.728,0.432,0.432,2020-07-22 12:58:30.432000256,ETD
