,index,date,observer,oc,oce,source
0,7,2021-06-21,Yves Jongen,-1.1,0.9,ExoClock observation
1,8,2020-09-08,Yves Jongen,-0.0,2.2,ExoClock observation
2,9,2020-08-16,Yves Jongen,-0.6,0.7,ExoClock observation
3,10,2020-07-23,Francois Regembal,1.2,1.7,ExoClock observation
4,11,2020-07-23,Alessandro Nastasi,0.5,7.2,ExoClock observation
5,12,2020-07-23,Carmelo Falco,-3.5,1.3,ExoClock observation
6,13,2020-07-10,Yves Jongen,3.7,4.3,ExoClock observation
7,14,2020-06-17,Francois Regembal,-2.6,2.7,ExoClock observation
8,15,2017-09-05,Ana\xc3\xabl W\xc3\xbcnsche,3.5,1.3,ExoClock observation
9,0,2016-10-22,Bruno et al. 2018,0.4,0.2,ExoClock literature
10,1,2013-06-22,Mancini et al. 2014,-1.0,0.2,ExoClock literature
11,2,2012-06-04,Mancini et al. 2014,0.1,0.3,ExoClock literature
12,3,2012-06-04,Mancini et al. 2014,-0.0,0.3,ExoClock literature
13,4,2012-06-04,Mancini et al. 2014,-0.2,0.2,ExoClock literature
14,5,2012-06-04,Mancini et al. 2014,-1.0,0.5,ExoClock literature
15,6,2011-09-19,Hellier et al. 2012,1.2,0.3,ExoClock literature
