observer,oc,oceu,ocel,date,source
Claudio Lopresti,3.2,2.3,2.3,2022-05-02 09:32:51.839998720,ExoClock observation
Claudio Lopresti,-0.9,3.5,3.5,2022-04-28 08:09:09.648007680,ExoClock observation
Sebastien Brouillard,2.3,3.0,3.0,2022-03-06 14:57:31.152004352,ExoClock observation
Yves Jongen,1.4,0.7,0.7,2021-05-02 10:06:46.560002304,ExoClock observation
Yves jongen,-18.144,0.7056,0.7056,2021-05-02 10:06:30.816000000,ETD
Jean plazas,-50.688,,,2021-05-02 09:34:04.224000000,ETD
Carmelo Falco,-0.6,0.7,0.7,2021-04-28 08:45:10.367971584,ExoClock observation
Yves Jongen,-1.1,0.9,0.9,2021-03-14 18:09:02.256000512,ExoClock observation
Yves jongen,-20.88,0.9072,0.9072,2021-03-14 18:08:21.120000000,ETD
N. thomas & p. liu,-16.848,1.008,1.008,2020-05-26 18:39:30.815999744,ETD
Yves Jongen,-0.7,1.3,1.3,2020-05-10 13:19:35.663977984,ExoClock observation
Yves jongen,-19.152,1.1952,1.1952,2020-05-10 13:18:40.032000000,ETD
Team lsd,-14.544,1.1664,1.1664,2018-07-23 14:24:14.687999744,ETD
Suricate48,-12.96,0.9504,0.9504,2018-05-11 14:32:41.856000000,ETD
F. lomoz,-15.264,4.3344,4.3344,2018-05-07 13:10:43.968000256,ETD
Matthieu bachschmidt,-12.672,0.9648,0.9648,2017-04-29 11:07:57.504000256,ETD
Miroslav smolka,-9.936,1.5696,1.5696,2016-04-25 10:24:59.328000000,ETD
David molina,-9.072,1.4976,1.4976,2016-02-28 15:51:02.016000000,ETD
Juan lozano de haro,-2.592,1.1808,1.1808,2015-04-30 12:25:48.287999744,ETD
Martin zíbar,-9.792,1.4832,1.4832,2015-02-20 13:44:58.560000000,ETD
Evans p.,-13.392,0.9072,0.9072,2014-05-24 20:46:37.343999744,ETD
Garlitz j.,-7.92,1.1952,1.1952,2014-05-20 19:32:26.015999744,ETD
Lomoz f.,3.456,4.4496,4.4496,2012-04-26 12:53:53.088000000,ETD
Lomoz f.,-4.032,2.9376,2.9376,2012-04-26 12:46:25.536000000,ETD
Lomoz f.,-2.16,1.296,1.296,2012-04-22 11:28:41.664000256,ETD
Lomoz f.,-2.736,2.5056,2.5056,2012-04-22 11:27:59.327999744,ETD
Gonzalez j.,-4.608,1.1232,1.1232,2012-02-21 15:31:46.848000000,ETD
"Shadic s., tuplip c.",-0.576,2.9088,2.9088,2011-05-13 18:42:16.704000000,ETD
Shadic s.,-1.872,3.3984,3.3984,2011-05-09 17:21:17.568000256,ETD
Trnka j.,22.176,1.9152,1.9152,2011-04-19 11:07:13.439999744,ETD
Lomoz f.,4.752,2.7504,2.7504,2011-04-19 10:49:46.272000000,ETD
"Karashevich s. v., sokov e. n.",1.152,1.4544,1.4544,2011-04-19 10:46:15.456000256,ETD
"F. faedi et al., 2011",-0.432,0.288,0.288,2010-05-25 23:15:04.320000256,ETD
