date,observer,oc,oce,source
2021-08-29,Yves Jongen,1.4,1.4,ExoClock observation
2021-06-28,Yves Jongen,-0.9,1.2,ExoClock observation
2021-06-16,Adam Popowicz,1.0,2.3,ExoClock observation
2021-06-16,Giuseppe Marino,-1.0,0.7,ExoClock observation
2021-06-04,Ivo Peretto,4.9,1.3,ExoClock observation
2021-06-04,Massimiliano Mannucci,0.8,0.9,ExoClock observation
2021-04-11,Yves Jongen,-3.6,1.2,ExoClock observation
2021-03-30,Yves Jongen,-2.5,1.3,ExoClock observation
2021-03-17,Yves Jongen,-0.3,1.0,ExoClock observation
2020-06-08,Francois Regembal,1.5,0.9,ExoClock observation
2020-05-27,Roland Casali,3.3,1.3,ExoClock observation
2020-05-27,Roland Casali,2.0,1.4,ExoClock observation
2020-05-27,Mauro Cal\xc3\xb3,0.3,1.0,ExoClock observation
2020-05-27,Marc Deldem,-0.7,1.6,ExoClock observation
2020-05-14,John Savage,3.2,1.0,ExoClock observation
2020-05-14,Adrian Jones,1.5,1.7,ExoClock observation
2020-05-14,Adrian Jones,1.1,1.4,ExoClock observation
2020-04-07,Manfred Raetz,0.4,1.4,ExoClock observation
2019-06-01,Ana\xc3\xabl W\xc3\xbcnsche,0.9,1.2,ExoClock observation
2018-08-09,Maciejewski et al. 2018,-0.5,0.7,ExoClock literature
2018-06-19,Maciejewski et al. 2018,0.2,0.8,ExoClock literature
2018-06-18,Maciejewski et al. 2018,0.3,0.4,ExoClock literature
2018-06-06,Maciejewski et al. 2018,-0.5,0.4,ExoClock literature
2018-05-12,Maciejewski et al. 2018,0.1,0.4,ExoClock literature
2018-05-11,Maciejewski et al. 2018,-0.4,0.4,ExoClock literature
2017-06-23,Ana\xc3\xabl W\xc3\xbcnsche,1.6,0.9,ExoClock observation
2017-06-23,Maciejewski et al. 2018,-0.4,0.6,ExoClock literature
2017-05-16,Maciejewski et al. 2018,0.5,0.9,ExoClock literature
2017-05-04,Maciejewski et al. 2018,-0.6,0.9,ExoClock literature
2017-04-17,Patra et al. 2020,-0.2,0.4,ExoClock literature
2016-06-12,Patra et al. 2020,0.2,0.5,ExoClock literature
2016-05-30,Patra et al. 2020,0.2,0.4,ExoClock literature
2016-05-21,Marc Deldem,-1.7,1.6,ExoClock observation
2016-05-09,Maciejewski et al. 2018,1.2,1.5,ExoClock literature
2016-05-08,Maciejewski et al. 2018,0.1,1.7,ExoClock literature
2016-05-08,Maciejewski et al. 2018,-1.0,1.1,ExoClock literature
2016-05-04,Patra et al. 2020,-0.1,0.4,ExoClock literature
2016-05-03,Lendl et al. 2017,-0.2,0.1,ExoClock literature
2014-08-13,Southworth et al. 2015,1.5,0.7,ExoClock literature
2014-07-19,Southworth et al. 2015,0.1,0.4,ExoClock literature
2014-07-19,Southworth et al. 2015,0.1,0.2,ExoClock literature
2014-07-19,Southworth et al. 2015,0.4,0.4,ExoClock literature
2014-07-19,Southworth et al. 2015,-0.1,0.3,ExoClock literature
2014-07-19,Southworth et al. 2015,-0.2,0.2,ExoClock literature
2014-07-18,Southworth et al. 2015,-0.0,0.3,ExoClock literature
2014-07-06,Southworth et al. 2015,0.7,0.4,ExoClock literature
2014-07-06,Southworth et al. 2015,0.2,0.3,ExoClock literature
2014-07-06,Southworth et al. 2015,0.2,0.5,ExoClock literature
2014-07-06,Southworth et al. 2015,0.0,0.3,ExoClock literature
2014-07-06,Southworth et al. 2015,0.1,0.3,ExoClock literature
2014-06-27,Delrez et al. 2018,0.0,0.1,ExoClock literature
2014-06-24,Southworth et al. 2015,-0.3,0.3,ExoClock literature
2014-06-23,Southworth et al. 2015,-0.3,0.6,ExoClock literature
2014-06-09,Southworth et al. 2015,0.3,0.4,ExoClock literature
2014-05-02,Southworth et al. 2015,0.8,0.3,ExoClock literature
2014-04-20,Southworth et al. 2015,-0.4,0.2,ExoClock literature
2013-06-16,Turner et al. 2017,0.1,0.6,ExoClock literature
2013-06-16,Gillon et al. 2014,0.2,1.1,ExoClock literature
