observer,oc,oceu,ocel,date,source
Yves Jongen,0.7,2.4,2.4,2022-04-15 13:16:08.634241792,ExoClock observation
Yves jongen,-177.264,1.1952,1.1952,2022-04-15 13:14:38.976000000,ETD
Manfred Raetz,-1.4,1.6,1.6,2022-03-20 13:10:26.668806400,ExoClock observation
Veli-pekka hentunen,-165.456,,,2022-02-26 06:22:34.751999744,ETD
Vikrant Kumar Agnihotri,-1.6,3.5,3.5,2022-02-26 06:15:43.841269504,ExoClock observation
Simon Dawes,2.0,2.0,2.0,2022-02-22 13:10:14.703351296,ExoClock observation
Yves jongen,-174.96,1.3968,1.3968,2022-02-22 13:03:33.695999744,ETD
Veli-pekka hentunen,-240.048,,,2022-02-11 08:29:53.376000000,ETD
Mark Phillips,4.9,3.5,3.5,2022-01-16 09:42:17.324157440,ExoClock observation
Andras Dan,1.5,1.6,1.6,2022-01-16 09:38:53.324137216,ExoClock observation
Yves Jongen,1.1,2.0,2.0,2022-01-16 09:38:29.324146688,ExoClock observation
Adrian Jones,6.5,2.9,2.9,2021-12-06 13:03:56.807030528,ExoClock observation
Paolo Arcangelo Matassa,5.2,2.0,2.0,2021-12-06 13:02:38.807011072,ExoClock observation
