date,observer,oc,oceu,ocel,source
2009-07-27 15:38:16.511999744,Adams et al 2011,-0.0,1.3392,1.3392,ETD
2009-06-12 19:25:50.303999744,Adams et al 2011,-1.872,1.1376,1.1376,ETD
2009-06-11 14:19:33.024000000,Adams et al 2011,-3.024,0.864,0.864,ETD
2009-05-20 18:51:09.792000000,Adams et al 2011,1.44,0.6336,0.6336,ETD
2009-05-09 21:04:01.056000000,Adams et al 2011,0.576,0.9936,0.9936,ETD
2009-05-03 19:36:39.168000000,Adams et al 2011,-1.008,1.584,1.584,ETD
2009-04-27 18:11:33.791999744,Adams et al 2011,-0.288,0.936,0.936,ETD
2008-07-26 15:42:22.752000256,Adams et al 2011,-0.0,1.224,1.224,ETD
2008-06-11 19:33:21.312000256,Adams et al 2011,1.584,1.1952,1.1952,ETD
2008-05-13 17:29:04.127999744,Adams et al 2011,0.864,0.4464,0.4464,ETD
2007-08-29 14:12:10.656000000,Adams et al 2011,1.296,0.6624,0.6624,ETD
2006-07-19 14:27:15.264000000,Adams et al 2011,2.304,1.0368,1.0368,ETD
2006-07-19 14:22:40.512000000,Adams et al 2011,-2.304,0.648,0.648,ETD
2006-07-19 14:22:11.999999744,Pont et al 2007,-2.736,1.44,1.44,ETD
2006-07-19 14:21:19.296000256,Pont et al.  (2007c),-3.744,0.9504,0.9504,ETD
2006-07-19 14:20:11.039999744,Adams et al 2011,-4.752,1.152,1.152,ETD
2006-07-13 13:01:17.184000128,Adams et al 2011,2.016,2.448,2.448,ETD
2006-06-26 13:43:15.743999744,Adams et al 2011,-3.888,1.872,1.872,ETD
2006-06-21 17:25:28.991999872,Adams et al 2011,-1.008,0.864,0.864,ETD
2005-07-30 17:21:31.391999872,Adams et al 2011,0.864,1.0512,1.0512,ETD
2005-07-29 12:15:29.663999744,Adams et al 2011,-0.0,1.3824,1.3824,ETD
2005-04-18 17:03:11.520000256,Adams et al 2011,0.432,7.776,7.776,ETD
2005-04-18 17:00:29.088000000,Adams et al 2011,-2.304,4.176,4.176,ETD
2003-07-29 17:32:47.904000000,"Adams et al., 2011",3.744,1.3248,1.3248,ETD
2003-07-29 17:27:18.719999872,Adams et al 2011,-1.728,1.1952,1.1952,ETD
2001-06-14 02:31:41.376000128,Torres et al. 2004,-0.144,2.448,2.448,ETD
2001-06-14 02:31:20.640000000,Ogle,-0.576,,,ETD
2001-06-11 16:26:17.088000000,Udalski et al 2002,4.752,,,ETD
