,date,observer,oc,oce,source
0,2022-03-07,Marc Deldem,-10.6,1.3,ExoClock observation
1,2022-03-07,Yannic Delisle,-10.9,1.2,ExoClock observation
2,2022-03-07,Paolo Arcangelo Matassa,-11.9,1.7,ExoClock observation
3,2022-02-03,Andras Dan,-8.3,2.0,ExoClock observation
4,2022-01-29,Paolo Arcangelo Matassa,-11.2,3.0,ExoClock observation
5,2022-01-25,Vikrant Kumar Agnihotri,-5.5,2.4,ExoClock observation
6,2022-01-05,Yves Jongen,-10.4,0.7,ExoClock observation
7,2022-01-01,Fran Campos,-3.7,4.3,ExoClock observation
