observer,oc,oceu,ocel,date,source
Anaël Wünsche,-3.1,1.2,1.2,2021-10-13 14:17:49.881637376,ExoClock observation
Yves Jongen,-4.3,1.2,1.2,2021-10-13 14:16:37.881625600,ExoClock observation
Yves jongen,-4.32,1.152,1.152,2021-10-13 14:16:35.903999744,ETD
Anaël wünsche,-4.896,1.3536,1.3536,2021-10-13 14:16:03.072000000,ETD
Yves Jongen,-2.7,1.2,1.2,2021-10-08 15:03:44.346238464,ExoClock observation
Yves jongen,-4.032,1.3392,1.3392,2021-10-08 15:02:28.608000000,ETD
Yves jongen,-2.304,1.44,1.44,2021-09-23 17:20:38.688000256,ETD
Yves Jongen,-2.4,1.6,1.6,2021-09-23 17:20:33.740213504,ExoClock observation
Yves jongen,-2.16,2.664,2.664,2020-12-09 13:20:16.800000000,ETD
Josep gaitan,2.448,4.9104,4.9104,2020-10-23 08:37:14.880000000,ETD
Ferran grau horta,1.584,1.8576,1.8576,2020-10-23 08:36:19.584000000,ETD
Carmelo Falco,-0.8,1.0,1.0,2020-10-23 08:33:56.103393024,ExoClock observation
Yves Jongen,-2.1,1.0,1.0,2020-09-18 13:51:11.355847936,ExoClock observation
Yves jongen,-3.168,0.9792,0.9792,2020-09-18 13:50:10.464000000,ETD
Phil Evans,0.8,1.2,1.2,2020-09-13 14:39:35.820480256,ExoClock observation
Yves Jongen,0.0,1.3,1.3,2020-07-30 21:28:22.002275072,ExoClock observation
Yves jongen,-0.72,1.296,1.296,2020-07-30 21:27:40.608000256,ETD
Alberto tomatis,-21.312,7.128,7.128,2019-09-14 10:02:15.072000256,ETD
Manfred raetz,-1.44,3.5424,3.5424,2019-08-30 12:38:43.296000000,ETD
Fran campos,-1.584,1.8144,1.8144,2019-08-25 13:24:01.440000000,ETD
Anaël Wünsche,-2.1,1.6,1.6,2018-08-15 10:39:22.910404864,ExoClock observation
Anael wunsche,-3.168,1.6272,1.6272,2018-08-15 10:38:17.664000000,ETD
František lomoz,-0.288,2.1744,2.1744,2017-10-16 08:57:11.520000256,ETD
František lomoz,-10.224,2.8944,2.8944,2017-10-16 08:47:11.904000256,ETD
Josep gaitan ,-3.888,2.5488,2.5488,2017-10-11 09:39:01.440000000,ETD
Eduardo fernández,1.44,8.4672,8.4672,2017-09-21 12:46:25.536000000,ETD
Anaël Wünsche,-1.4,1.6,1.6,2016-09-01 11:30:26.586283776,ExoClock observation
Marc bretton,-1.872,1.8576,1.8576,2016-09-01 11:29:58.560000000,ETD
František lomoz,-0.72,2.8512,2.8512,2016-08-27 12:16:36.192000256,ETD
František lomoz,-5.76,5.4288,5.4288,2016-08-27 12:11:32.063999744,ETD
Phil evans,4.032,3.744,3.744,2015-11-10 20:43:35.039999744,ETD
Matthieu bachschmidt,2.88,2.1456,2.1456,2015-11-08 09:05:08.448000000,ETD
Marc bretton,1.44,0.8352,0.8352,2015-11-08 09:03:45.504000256,ETD
Bretton m.,8.208,1.7568,1.7568,2014-10-24 07:11:50.496000256,ETD
Lomoz f.,3.024,2.3616,2.3616,2014-10-19 07:52:11.424000000,ETD
Lomoz f.,2.448,2.8656,2.8656,2014-10-19 07:51:38.592000256,ETD
Gómez Maqueo Chew et al. 2013,-0.3,0.4,0.4,2012-03-29 06:24:18.826607360,ExoClock literature
