observer,oc,oceu,ocel,date,source
Robert Roth,-2.0,1.3,1.3,2021-10-04 14:46:00.374419456,ExoClock observation
Robert Roth,-2.3,0.6,0.6,2021-10-04 14:45:42.374396416,ExoClock observation
Didier Laloum,-0.4,2.9,2.9,2021-09-30 09:33:39.221757440,ExoClock observation
Claudio Lopresti,-1.8,2.2,2.2,2021-09-30 09:32:15.221730048,ExoClock observation
Valère Perroud,-3.1,1.9,1.9,2021-09-30 09:30:57.221751040,ExoClock observation
F. lomoz,-4.464,1.5696,1.5696,2021-09-30 09:29:38.976000000,ETD
F. lomoz,-7.488,2.0736,2.0736,2021-09-30 09:26:37.536000256,ETD
Jean plazas,3.6,,,2020-11-05 09:29:18.240000000,ETD
Yves Jongen,-1.6,1.0,1.0,2020-11-05 09:24:09.315856384,ExoClock observation
Yves jongen,-5.04,0.8784,0.8784,2020-11-05 09:20:39.839999744,ETD
Snaevarr gudmundsson,-3.024,1.1376,1.1376,2020-09-28 10:17:07.584000000,ETD
Yves Jongen,0.2,1.2,1.2,2020-09-11 13:24:34.331559168,ExoClock observation
Yves jongen,-1.44,0.9216,0.9216,2020-09-11 13:22:52.319999744,ETD
Yves Jongen,0.3,0.9,0.9,2020-01-19 08:23:19.783650048,ExoClock observation
Yves jongen,-6.336,0.9648,0.9648,2020-01-19 08:16:39.359999744,ETD
Alberto tomatis,-7.92,3.2544,3.2544,2019-11-25 12:13:43.392000256,ETD
Veli-pekka hentunen,-9.36,1.2528,1.2528,2019-11-04 10:02:34.079999744,ETD
Truman state observer,-3.024,0.9504,0.9504,2019-10-22 18:27:00.864000000,ETD
Yves Jongen,0.8,1.2,1.2,2018-12-27 07:00:11.740779776,ExoClock observation
Yves jongen,0.432,1.2096,1.2096,2018-12-27 06:59:50.783999744,ETD
Anaël Wünsche,-0.1,1.4,1.4,2018-12-27 06:59:17.740791040,ExoClock observation
Marc bretton,-3.6,1.0944,1.0944,2018-12-27 06:55:45.407999744,ETD
Yves jongen,0.432,0.9072,0.9072,2018-12-10 10:04:01.343999744,ETD
Yves Jongen,0.4,1.0,1.0,2018-12-10 10:03:59.130252544,ExoClock observation
Anael wunsche,-4.032,1.152,1.152,2018-08-18 12:42:46.080000000,ETD
František lomoz,-12.672,2.1168,2.1168,2017-12-25 07:32:49.344000000,ETD
Anaël Wünsche,-0.3,0.9,0.9,2017-10-10 09:34:04.713632768,ExoClock observation
Marc bretton,-3.312,1.0224,1.0224,2017-10-10 09:31:01.056000256,ETD
Trnka j.,-2.736,2.6928,2.6928,2016-12-02 06:19:10.847999744,ETD
Anaël Wünsche,3.2,1.6,1.6,2016-10-08 10:23:42.433912832,ExoClock observation
Marc bretton,-0.0,1.3248,1.3248,2016-10-08 10:20:28.032000000,ETD
Marc bretton,-0.144,1.3392,1.3392,2016-10-08 10:20:17.664000256,ETD
Soulignac-dauriac-couderc-sinopoli,-1.728,1.512,1.512,2016-10-08 10:18:42.624000256,ETD
Soulignac-dauriac-couderc-sinopoli,-3.168,1.2672,1.2672,2016-10-08 10:17:24.000000000,ETD
Pierre le cam,-0.144,2.7504,2.7504,2016-08-31 11:14:48.768000000,ETD
Dauchet coulon charrier,-0.72,1.8432,1.8432,2015-11-14 10:11:29.760000000,ETD
David molina,-6.768,1.9296,1.9296,2015-11-14 10:05:28.607999744,ETD
"Dittler, ullrich",46.512,2.7936,2.7936,2015-08-30 12:47:35.519999744,ETD
"Francesco scaggiante, danilo zardin",-9.792,3.2688,3.2688,2015-08-30 11:51:16.416000000,ETD
Hartman et al. 2015,-0.3,0.6,0.6,2012-09-23 02:56:49.009927424,ExoClock literature
Hartman et al. 2015,-1.44,0.576,0.576,2012-09-23 02:55:44.256000256,ETD
