observer,oc,oceu,ocel,date,source
Carmelo Falco,2.0,2.0,2.0,2021-04-24 12:26:01.151982848,ExoClock observation
Josep gaitan,-0.576,4.0032,4.0032,2020-10-18 08:37:31.295999744,ETD
F. lomoz,6.768,10.2816,10.2816,2020-08-27 11:01:20.064000256,ETD
Jean plazas,-18.576,,,2020-08-14 11:10:01.056000000,ETD
Yves jongen,0.288,1.872,1.872,2019-08-07 09:49:19.199999744,ETD
Pavel Pintr,-1.3,1.0,1.0,2019-06-29 11:30:18.191961856,ExoClock observation
Pavel pintr,-1.872,2.0016,2.0016,2019-06-29 11:29:27.456000000,ETD
"Francesco scaggiante, danilo zardin",-2.448,1.4112,1.4112,2019-06-29 11:28:52.032000000,ETD
Sergio folco,-3.888,6.4944,6.4944,2019-06-29 11:27:25.631999744,ETD
Yves jongen,3.744,2.808,2.808,2019-06-03 12:43:12.000000000,ETD
František lomoz,26.208,5.3568,5.3568,2016-07-04 11:42:05.184000000,ETD
František lomoz,1.44,3.5712,3.5712,2016-07-04 11:17:14.783999744,ETD
Juan lozano de haro,1.296,1.8,1.8,2016-07-04 11:17:08.736000256,ETD
Massimo banfi,-8.064,4.1184,4.1184,2016-05-26 12:50:04.127999744,ETD
"Francesco scaggiante, danilo zardin",-17.424,3.9456,3.9456,2016-05-26 12:40:39.936000000,ETD
Fulton et al. (2015),-0.144,1.008,1.008,2014-08-13 11:31:37.920000256,ETD
