observer,oc,oceu,ocel,date,source
Yves Jongen,-1.0,0.6,0.6,2021-08-28 08:56:43.283223552,ExoClock observation
Yves jongen,5.328,0.5328,0.5328,2021-08-28 08:55:16.608000256,ETD
Josep gaitan,5.904,0.3168,0.3168,2021-08-08 09:43:05.088000000,ETD
Josep gaitan,5.616,0.3456,0.3456,2021-08-08 09:42:46.944000256,ETD
Yves Jongen,0.8,0.7,0.7,2021-07-21 15:47:48.044149760,ExoClock observation
Yves jongen,7.2,0.7344,0.7344,2021-07-21 15:46:22.080000000,ETD
Claudio Lopresti,0.3,0.6,0.6,2021-07-19 10:32:33.147710976,ExoClock observation
Claudio lopresti,6.912,0.5184,0.5184,2021-07-19 10:31:26.399999744,ETD
Jean plazas,-1.44,3.9312,3.9312,2021-06-29 11:10:22.655999744,ETD
Javier de elias,6.048,0.8352,0.8352,2021-06-09 12:05:07.583999744,ETD
Carmelo Falco,0.0,0.6,0.6,2021-04-10 14:28:34.809018368,ExoClock observation
Juanjo salamero,11.376,0.288,0.288,2020-10-17 08:07:26.399999744,ETD
Jean plazas,1.152,5.0688,5.0688,2020-10-08 10:58:09.984000000,ETD
F. lomoz,-2.016,2.9952,2.9952,2020-09-18 11:42:19.007999744,ETD
F. lomoz,-14.544,4.0176,4.0176,2020-09-18 11:29:42.144000000,ETD
Walter f.,6.192,0.864,0.864,2020-09-07 09:36:50.112000000,ETD
"Tomáš plšek, roman ponča",-5.328,2.1744,2.1744,2020-08-09 13:13:30.720000256,ETD
Didier Laloum,0.4,0.6,0.6,2020-07-29 11:12:55.721172992,ExoClock observation
Patrick Brandebourg,-2.2,1.4,1.4,2020-07-29 11:10:19.721174272,ExoClock observation
Mauro Caló,-1.2,0.9,0.9,2020-07-09 11:58:35.653444864,ExoClock observation
Aaav astrofili valdera,0.432,,,2020-07-09 11:52:54.912000000,ETD
Constantinos Aggelis,-1.8,2.2,2.2,2020-06-28 09:44:15.171355648,ExoClock observation
Ciprian vintdevara,12.96,3.0384,3.0384,2019-09-18 10:24:18.720000256,ETD
Alberto Tomatis,3.5,1.9,1.9,2019-08-29 11:09:02.362350336,ExoClock observation
Alberto tomatis,3.168,1.3392,1.3392,2019-08-29 11:01:41.664000000,ETD
Daniel bertesteanu,189.648,1.1808,1.1808,2019-08-18 11:54:29.088000000,ETD
Berthold andreas,2.16,3.0672,3.0672,2019-08-18 08:47:04.991999744,ETD
Evgeny krotkov,-0.432,,,2019-07-29 09:31:40.799999744,ETD
Ramon naves,5.184,0.504,0.504,2019-07-20 12:38:20.832000000,ETD
"Alfa crucis – colesanti c, de carvalho aguiar p, kulh d, napoleao t, olim e, rodrigues ma, treü r ",0.72,1.4688,1.4688,2019-07-20 12:33:53.856000256,ETD
Yves jongen,5.184,1.2816,1.2816,2019-07-11 15:39:19.583999744,ETD
Yves Jongen,-0.1,0.6,0.6,2019-07-09 10:26:13.744779776,ExoClock observation
Yves jongen,6.048,0.4608,0.4608,2019-07-09 10:25:26.111999744,ETD
Arena c. - gruppo astrofili catanesi,6.336,0.36,0.36,2019-06-30 13:26:44.736000000,ETD
Lionel Rousselot,1.7,0.6,0.6,2018-10-27 07:11:58.656961536,ExoClock observation
Lionel rousselot,6.192,0.576,0.576,2018-10-27 07:09:56.448000000,ETD
Kyriaki iosifidou,2.16,2.4624,2.4624,2018-09-17 08:40:26.688000000,ETD
Jan schilhab,9.936,1.728,1.728,2018-08-28 09:35:28.896000256,ETD
Yves Jongen,1.6,1.2,1.2,2018-08-19 12:34:40.868053504,ExoClock observation
Yves jongen,6.912,1.1088,1.1088,2018-08-19 12:33:27.936000256,ETD
Pere guerra,4.896,0.7056,0.7056,2018-08-19 12:31:32.160000000,ETD
Anael wunsche,5.904,0.3888,0.3888,2018-08-08 10:18:46.943999744,ETD
Gabriel murawski,2.88,0.6336,0.6336,2018-08-08 10:15:41.183999744,ETD
Yves jongen,11.952,0.9648,0.9648,2018-07-19 11:12:02.879999744,ETD
Yves Jongen,0.7,1.0,1.0,2018-07-19 11:07:18.318255616,ExoClock observation
Yves jongen,9.648,0.8928,0.8928,2018-06-29 11:57:02.016000000,ETD
Yves Jongen,-1.4,1.0,1.0,2018-06-29 11:52:28.250488832,ExoClock observation
Marc bretton,4.752,0.3456,0.3456,2018-06-29 11:52:09.984000000,ETD
Mattia spagnol,6.192,1.8,1.8,2017-11-26 07:03:16.416000256,ETD
Plazas,-0.576,3.5568,3.5568,2017-11-26 06:56:32.063999744,ETD
Serge bergeron,7.488,1.656,1.656,2017-08-20 16:15:45.504000000,ETD
Alessandro Marchini,-0.7,0.4,0.4,2017-08-18 10:58:54.959408640,ExoClock observation
Medulka t.,10.8,0.6912,0.6912,2017-07-18 09:37:59.232000256,ETD
Alessandro Marchini,-0.7,0.3,0.3,2017-07-18 09:32:26.409599488,ExoClock observation
Gabriel murawski,2.88,1.1376,1.1376,2017-07-09 12:31:02.784000000,ETD
M. hoecherl,2.88,0.936,0.936,2017-06-08 11:04:38.784000256,ETD
Oleg mazurenko,3.456,0.2592,0.2592,2016-09-10 19:06:10.080000000,ETD
Gabriel murawski,10.08,0.216,0.216,2016-09-06 08:43:21.216000000,ETD
Gabriel murawski,4.608,1.44,1.44,2016-09-06 08:37:55.487999744,ETD
Gabriel murawski,8.784,1.1376,1.1376,2016-08-28 11:43:01.344000256,ETD
Ladislav červinka,0.864,2.5056,2.5056,2016-08-17 09:21:25.632000256,ETD
Marian urbaník,-0.144,,,2016-08-17 09:20:21.696000000,ETD
Opc - damiano trisciani,4.752,0.4032,0.4032,2016-07-28 10:12:34.560000000,ETD
Opc - damiano trisciani,4.176,0.3744,0.3744,2016-07-28 10:12:04.319999744,ETD
Opc - damiano trisciani,4.032,0.432,0.432,2016-07-28 10:11:48.768000256,ETD
Emmanuel conseil,5.04,0.9504,0.9504,2016-07-19 13:13:51.456000256,ETD
Marc bretton,3.6,0.5904,0.5904,2016-07-08 10:58:45.408000000,ETD
Marc bretton,5.328,0.3456,0.3456,2015-11-16 06:57:23.040000000,ETD
Marc bretton,2.736,0.5184,0.5184,2015-11-16 06:54:52.704000000,ETD
Josep gaitan,8.208,0.4176,0.4176,2015-09-17 09:22:15.744000256,ETD
Mark salisbury,1.44,1.0224,1.0224,2015-09-17 09:15:24.480000000,ETD
"Erika pakstiene, rimvydas janulis",1.872,0.7344,0.7344,2015-08-28 10:03:06.912000256,ETD
Francesco maio,0.432,,,2015-08-28 10:01:43.104000000,ETD
Javad jafarzade,-0.576,1.5264,1.5264,2015-08-17 07:46:59.520000000,ETD
Stan shadick,5.328,0.3888,0.3888,2015-08-01 19:09:40.896000256,ETD
Mark salisbury,4.608,1.368,1.368,2015-07-19 11:40:28.416000000,ETD
Marc Deldem,-1.4,0.6,0.6,2015-07-19 11:39:33.488728576,ExoClock observation
Marc deldem,3.6,0.7632,0.7632,2015-07-19 11:39:27.072000000,ETD
Stan shadick,2.304,0.5328,0.5328,2014-10-19 14:24:24.192000000,ETD
Antonio zanardo,4.896,0.864,0.864,2014-10-17 09:12:17.856000256,ETD
Stan shadick,6.48,0.5616,0.5616,2014-10-10 17:29:38.688000000,ETD
Jacobsen j.,3.312,0.5184,0.5184,2014-09-27 09:58:01.920000000,ETD
Kobierczynski j.,2.304,0.576,0.576,2014-09-27 09:57:03.168000256,ETD
Aaav astrofili valdera,-0.144,,,2014-09-16 07:40:49.728000000,ETD
Shadic s.,1.44,0.5328,0.5328,2014-08-31 18:59:12.768000256,ETD
Aaav astrofili valdera,-0.144,,,2014-08-27 08:28:08.832000000,ETD
