observer,oc,oceu,ocel,date,source
jean pascal vignes,-8.7,0.7,0.7,2021-12-07 16:09:57.340822272,ExoClock observation
Yves Jongen,-10.2,1.0,1.0,2021-11-07 17:52:55.833562112,ExoClock observation
Yves jongen,-11.088,0.9792,0.9792,2021-11-07 17:52:06.528000000,ETD
Yves Jongen,-10.1,1.4,1.4,2021-10-18 19:02:40.828766208,ExoClock observation
Yves jongen,-11.808,1.1232,1.1232,2021-10-18 19:00:57.311999744,ETD
Yves Jongen,-5.3,1.0,1.0,2020-02-01 15:29:50.678398208,ExoClock observation
Yves jongen,-5.904,0.7488,0.7488,2020-02-01 15:29:12.191999744,ETD
Marc bretton,3.456,1.0224,1.0224,2015-01-06 11:24:29.375999744,ETD
Anaël Wünsche,2.9,1.6,1.6,2015-01-06 11:23:52.732777216,ExoClock observation
Enrique díez alonso,-11.232,2.6208,2.6208,2015-01-06 11:09:47.231999744,ETD
Hartman et al. 2015,-0.0,0.1,0.1,2013-12-16 17:47:32.639982080,ExoClock literature
