,date,observer,oc,oce,source
0,2021-11-16,Yves Jongen,-13.8,1.3,ExoClock observation
1,2021-11-04,Yves Jongen,-10.1,1.9,ExoClock observation
2,2021-09-29,Yves Jongen,-11.3,1.3,ExoClock observation
3,2021-03-20,Yves Jongen,-11.7,1.3,ExoClock observation
4,2021-03-08,Yves Jongen,-11.6,1.0,ExoClock observation
5,2021-01-19,Yves Jongen,-10.8,1.4,ExoClock observation
6,2020-12-09,Yves Jongen,-5.2,2.2,ExoClock observation
