date,observer,oc,oceu,ocel,source
2021-08-09 10:00:16.703999744,Bernhard wenzel,2.016,1.8576,1.8576,ETD
2020-10-16 09:01:59.232000256,Yves jongen,8.64,1.584,1.584,ETD
2020-09-20 13:04:56.640000256,Manfred raetz,6.768,1.3104,1.3104,ETD
2020-09-07 15:15:40.032000256,Francois regembal,15.12,3.1536,3.1536,ETD
2020-09-07 15:11:34.656000000,Francois regembal,11.088,2.6064,2.6064,ETD
2020-08-08 12:05:19.680000000,F. lomoz,19.296,5.2272,5.2272,ETD
2020-08-08 12:02:02.688000000,F. lomoz,15.984,3.3552,3.3552,ETD
2019-10-16 11:09:34.271999744,F. lomoz,28.368,3.9168,3.9168,ETD
2019-10-16 10:56:47.040000256,F. lomoz,15.552,2.2896,2.2896,ETD
2019-09-03 09:29:23.423999744,Alexandre belinski,0.144,,,ETD
2018-11-27 13:46:24.096000000,Jacqueline zhu; peter kim,5.328,2.1456,2.1456,ETD
2018-09-02 11:23:34.944000256,Tomasz popajewski,6.48,4.3632,4.3632,ETD
2017-11-22 08:23:36.672000256,František lomoz,13.824,2.376,2.376,ETD
2017-11-22 08:00:29.952000256,František lomoz,-9.216,4.7088,4.7088,ETD
2017-09-14 11:07:39.359999744,Bruno dauchet aq caa 1 2 3,5.184,0.9504,0.9504,ETD
2016-10-22 07:00:20.159999744,Matthieu bachschmidt,17.136,46.6128,46.6128,ETD
2015-11-08 13:43:59.808000256,Matthieu bachschmidt,-3.888,2.0592,2.0592,ETD
2015-10-13 17:56:20.544000000,Stan shadick,3.744,1.5264,1.5264,ETD
2015-10-09 10:34:20.064000000,Christophe gillier,0.864,1.7856,1.7856,ETD
2015-10-09 10:34:17.471999744,Matthieu bachschmidt,0.864,2.1168,2.1168,ETD
2014-09-25 14:19:45.984000000,Bachschmidt m.,-3.888,2.5056,2.5056,ETD
2013-11-19 15:27:24.192000256,Benni p.,6.192,3.4272,3.4272,ETD
2013-10-20 12:21:00.576000000,Benishek v.,14.256,2.304,2.304,ETD
2013-09-07 11:06:00.863999744,Lomoz f.,11.232,2.5776,2.5776,ETD
2013-09-07 10:56:43.583999744,Zibar m.,2.016,2.4048,2.4048,ETD
2013-09-07 10:45:12.384000256,Lomoz f.,-9.504,1.9584,1.9584,ETD
