observer,oc,oceu,ocel,date,source
Claudio Lopresti,1.0,4.3,4.3,2022-03-23 09:12:59.494263296,ExoClock observation
Giuseppe Marino,1.9,1.7,1.7,2021-05-24 11:25:43.604314368,ExoClock observation
Giuseppe marino,5.616,1.6992,1.6992,2021-05-24 11:23:55.680000256,ETD
Mercedes Correa,4.6,4.3,4.3,2021-05-15 12:04:19.977950208,ExoClock observation
Joe garlitz,5.76,1.3392,1.3392,2021-04-20 19:38:44.448000256,ETD
Adrian Jones,1.7,1.4,1.4,2021-04-18 13:49:09.098856704,ExoClock observation
Carmelo Falco,-0.1,1.3,1.3,2021-04-09 14:23:15.472468480,ExoClock observation
Koorosh rokni,15.408,1.6128,1.6128,2021-03-29 09:18:13.824000000,ETD
Koorosh rokni,-0.576,,,2021-03-29 09:02:09.599999744,ETD
Jean plazas,0.72,,,2021-01-25 13:14:52.800000256,ETD
Simon Dawes,3.3,2.0,2.0,2020-05-30 11:23:22.549637888,ExoClock observation
Adrian Jones,2.6,2.7,2.7,2020-05-30 11:22:40.549624320,ExoClock observation
Martin Crow,0.2,1.0,1.0,2020-05-30 11:20:16.549640960,ExoClock observation
Anaël Wünsche,0.1,1.6,1.6,2020-05-21 11:56:04.923262720,ExoClock observation
Anaël wünsche,5.184,1.8432,1.8432,2020-05-21 11:55:55.488000256,ETD
Marc Deldem,-1.2,1.4,1.4,2020-05-21 11:54:46.923243008,ExoClock observation
Marc deldem,1.152,1.6848,1.6848,2020-05-21 11:51:57.888000256,ETD
"Martinelli fabio, bachini mauro ",0.576,2615.112,2615.112,2020-05-21 11:51:20.736000256,ETD
Fabio Mortari,0.3,1.9,1.9,2020-04-24 13:44:00.044125952,ExoClock observation
Adrian Jones,-1.4,5.8,5.8,2020-04-15 14:18:12.417785600,ExoClock observation
Veli-pekka hentunen,23.04,3.816,3.816,2020-02-28 11:45:58.464000000,ETD
Lionel rousselot,7.056,6.0912,6.0912,2019-06-15 10:42:32.544000256,ETD
Veli-pekka hentunen,-2.448,1.1232,1.1232,2019-04-11 08:53:27.743999744,ETD
Yves jongen,7.488,1.2672,1.2672,2019-03-15 10:51:07.487999744,ETD
H fukuyama,-28.656,1.872,1.872,2019-02-14 06:11:43.295999744,ETD
Yves jongen,15.408,2.7648,2.7648,2018-05-16 13:11:02.975999744,ETD
Joe garlitz,-7.632,2.448,2.448,2018-04-21 20:26:50.208000256,ETD
Medulka t.,7.776,4.0752,4.0752,2018-04-08 09:36:10.367999744,ETD
F. lomoz,-11.664,1.5408,1.5408,2018-04-08 09:16:39.648000256,ETD
Matthieu bachschmidt,38.304,2.3184,2.3184,2017-04-23 09:27:12.096000000,ETD
Claudio arena,0.576,,,2017-04-23 08:49:32.736000256,ETD
Vrašťák m,5.472,1.44,1.44,2017-03-27 10:42:07.487999744,ETD
Snaevarr gudmundsson,-2.448,6.7968,6.7968,2017-03-09 11:46:05.375999744,ETD
Medulka t.,8.928,2.1168,2.1168,2016-03-24 11:18:06.623999744,ETD
Stan shadick and vineet kumar,5.616,3.024,3.024,2015-05-28 19:17:56.831999744,ETD
"Raetz, manfred",7.488,2.3616,2.3616,2015-04-18 10:01:21.503999744,ETD
"Francesco scaggiante, danilo zardin",29.52,1.7136,1.7136,2015-04-09 10:59:22.560000000,ETD
Bachschmidt m.,7.488,1.872,1.872,2014-03-28 11:45:36.864000000,ETD
Benni p.,4.464,1.1808,1.1808,2014-03-21 18:09:37.152000000,ETD
Haro j. l.,-8.208,2.0304,2.0304,2014-03-10 12:41:44.736000000,ETD
Raetz et al. 2015,0.2,2.3,2.3,2013-04-30 09:50:14.749047040,ExoClock literature
Marino g.,-13.68,1.6704,1.6704,2013-02-26 13:44:37.823999744,ETD
Emering f.,19.872,2.0448,2.0448,2013-02-17 14:54:10.944000000,ETD
Fernand emering,19.872,2.0448,2.0448,2013-02-17 14:54:10.944000000,ETD
Wong et al. 2015,-0.7,0.4,0.4,2012-04-25 04:30:28.661361408,ExoClock literature
Wong et al. 2015,-0.3,0.4,0.4,2012-04-16 05:06:47.035021568,ExoClock literature
