observer,oc,oceu,ocel,date,source
Trenade brotherton,1.728,0.4464,0.4464,2021-11-08 17:06:19.872000000,ETD
Maurice Audejean,-0.9,1.0,1.0,2021-11-03 11:09:27.953561344,ExoClock observation
Andre Kovacs,-0.4,2.9,2.9,2021-11-01 17:10:16.858747648,ExoClock observation
Pulkit gupta,3.888,0.4752,0.4752,2021-11-01 17:09:48.096000000,ETD
Anna eligulashvili,3.888,0.4608,0.4608,2021-11-01 17:09:42.047999744,ETD
Michael Irzyk,-0.2,0.7,0.7,2021-10-13 11:13:56.815752192,ExoClock observation
Giovanni Battista Casalnuovo,-1.8,0.7,0.7,2021-10-13 11:12:20.815749888,ExoClock observation
Michael irzyk,2.448,0.8208,0.8208,2021-10-13 11:11:49.919999744,ETD
Andre Kovacs,1.0,3.0,3.0,2021-10-11 17:15:27.720952064,ExoClock observation
Dr.horst braunwarth,9.504,2.1456,2.1456,2021-10-06 11:20:10.176000000,ETD
Alberto garcía sánchez,2.016,0.8064,0.8064,2021-10-06 11:12:33.984000256,ETD
Andre Kovacs,-0.4,4.3,4.3,2021-10-04 17:15:19.341677312,ExoClock observation
aziz kaeouach,-0.0,0.6,0.6,2021-09-29 11:16:40.057232384,ExoClock observation
Aziz kaeouach,3.024,0.4752,0.4752,2021-09-29 11:14:55.679999744,ETD
David Wright,-4.0,1.6,1.6,2021-09-22 11:13:55.677999360,ExoClock observation
F. lomoz,3.456,0.6048,0.6048,2021-09-08 11:19:10.560000000,ETD
Giorgio Baj,2.4,1.0,1.0,2021-09-01 11:24:06.540145664,ExoClock observation
Giorgio baj,1.728,0.864,0.864,2021-09-01 11:18:42.912000000,ETD
Dominique DANIEL,1.7,1.9,1.9,2021-07-28 11:29:42.643854592,ExoClock observation
Dominique daniel,-6.768,2.6064,2.6064,2021-07-28 11:16:28.992000000,ETD
Dim Stouraitis,2.3,1.2,1.2,2021-07-14 11:32:49.885325312,ExoClock observation
Yves Jongen,1.3,0.4,0.4,2020-11-20 06:14:22.085165056,ExoClock observation
Yves jongen,4.32,0.4608,0.4608,2020-11-20 06:13:01.920000000,ETD
Manfred Raetz,0.4,0.6,0.6,2020-11-06 06:15:59.326641152,ExoClock observation
Manfred raetz,2.88,0.504,0.504,2020-11-06 06:14:04.992000000,ETD
Harri Kiiskinen,-0.8,1.7,1.7,2020-10-16 06:18:34.188846848,ExoClock observation
Philip langill,2.448,1.6992,1.6992,2020-10-12 18:18:06.048000000,ETD
Vojtěch Školník,-0.8,0.7,0.7,2020-09-09 12:25:11.197717504,ExoClock observation
Školník v.,2.736,0.6336,0.6336,2020-09-09 12:24:24.479999744,ETD
Yves Jongen,0.0,0.4,0.4,2020-08-19 12:29:46.059916032,ExoClock observation
Yves jongen,3.744,0.504,0.504,2020-08-19 12:29:12.191999744,ETD
F. lomoz,3.744,1.3248,1.3248,2020-08-19 12:29:07.872000256,ETD
Juanjo salamero,2.592,0.5184,0.5184,2020-08-19 12:28:00.480000000,ETD
"M. tylšar, m. mašek",1.008,1.44,1.44,2020-08-19 12:26:26.304000256,ETD
Expediční ccd skupina,6.336,0.72,0.72,2020-08-12 12:33:05.472000256,ETD
Expediční ccd skupina,2.88,0.7632,0.7632,2020-08-12 12:29:38.976000000,ETD
"Gährken, bernd",5.616,0.7632,0.7632,2020-07-29 12:34:53.472000256,ETD
Jean plazas,-0.144,,,2020-07-15 12:31:38.208000256,ETD
Stephen m. brincat,3.168,1.0944,1.0944,2020-06-17 12:40:06.240000000,ETD
Anaël Wünsche,1.5,1.0,1.0,2019-12-06 07:17:35.121964288,ExoClock observation
Anaël wünsche,4.032,0.7488,0.7488,2019-12-06 07:16:02.784000000,ETD
Alessandro Nastasi,-0.3,0.9,0.9,2019-11-29 07:17:02.742699008,ExoClock observation
Jens jacobsen,3.024,0.36,0.36,2019-11-29 07:16:19.200000000,ETD
Mark salisbury,2.88,0.9504,0.9504,2019-11-29 07:16:10.560000256,ETD
Anaël Wünsche,-0.2,0.6,0.6,2019-11-08 07:20:55.604883968,ExoClock observation
Anaël wünsche,2.448,0.6192,0.6192,2019-11-08 07:19:34.464000000,ETD
Iakovos Strikis,0.9,1.4,1.4,2019-10-25 07:24:32.846353152,ExoClock observation
Zellem et al. 2020,-1.2,4.8,4.8,2019-10-14 19:24:20.277481472,ExoClock literature
