observer,oc,oceu,ocel,date,source
Martin Crow,-3.1,4.3,4.3,2021-11-02 08:47:00.743031808,ExoClock observation
Snaevarr gudmundsson,-10.944,1.2528,1.2528,2021-11-02 08:39:07.200000256,ETD
Jacques Michelet,1.2,1.0,1.0,2021-10-24 10:31:15.041274624,ExoClock observation
Robert Roth,0.4,1.0,1.0,2021-10-24 10:30:27.041253376,ExoClock observation
Bernhard wenzel & markus rockenbauer,-0.864,0.8784,0.8784,2021-10-24 10:29:07.295999744,ETD
Bernhard Wenzel,-1.1,0.9,0.9,2021-10-24 10:28:57.041258752,ExoClock observation
Fran campos,3.024,0.9936,0.9936,2021-08-18 11:02:36.960000000,ETD
Jean plazas,-14.832,,,2020-10-14 08:12:40.031999744,ETD
Harri Kiiskinen,2.7,3.0,3.0,2020-10-05 10:10:05.865579776,ExoClock observation
Francois regembal,-1.872,4.0176,4.0176,2020-10-05 10:05:31.200000000,ETD
Martin Smith,-1.0,4.3,4.3,2020-07-21 12:15:52.400627712,ExoClock observation
Pierros Papadeas,-1.6,2.0,2.0,2020-07-21 12:15:16.400621824,ExoClock observation
Martin Crow,-0.8,2.2,2.2,2019-12-02 07:34:28.154892288,ExoClock observation
Jean plazas,12.816,7.0992,7.0992,2019-09-17 09:57:30.816000256,ETD
Anael wunsche,-0.0,2.1312,2.1312,2019-09-08 11:24:38.016000256,ETD
Stephen m. brincat,9.648,5.8464,5.8464,2018-08-29 09:31:45.120000000,ETD
Anaël Wünsche,-0.1,0.4,0.4,2017-09-28 11:49:40.698229248,ExoClock observation
Marc bretton,-0.864,0.504,0.504,2017-09-28 11:48:52.992000000,ETD
František lomoz,18.144,1.6416,1.6416,2016-09-09 11:45:17.856000000,ETD
František lomoz,1.728,1.9872,1.9872,2016-09-09 11:28:55.488000000,ETD
Marc bretton,4.032,1.5408,1.5408,2016-07-04 12:00:41.472000256,ETD
Anaël Wünsche,-1.0,5.8,5.8,2016-07-04 11:55:39.759367680,ExoClock observation
Gonzalez j.,7.488,2.0592,2.0592,2014-07-25 12:29:18.240000000,ETD
Salisbury m.,-0.72,2.016,2.016,2013-11-08 12:39:11.808000256,ETD
Benni p.,1.152,1.0368,1.0368,2013-10-30 14:21:02.016000000,ETD
Naves r.,-0.144,0.9936,0.9936,2013-09-02 13:09:19.296000000,ETD
Turner et al. 2016,-1.4,1.4,1.4,2012-10-02 15:35:47.539186432,ExoClock literature
"Mravik j., grnja j.",-0.288,6.5664,6.5664,2012-09-01 09:26:43.583999744,ETD
Reinhold auer,-38.448,12.7152,12.7152,2012-08-14 12:08:28.031999744,ETD
