date,observer,oc,oceu,ocel,source
2022-04-05 12:41:37.824000000,Yves jongen,11.232,1.5984,1.5984,ETD
2021-07-16 12:52:27.552000000,Fran campos,8.496,5.976,5.976,ETD
2020-06-13 11:57:16.704000000,Marc deldem,10.656,1.9728,1.9728,ETD
2020-04-10 12:39:34.271999744,Jean plazas,10.656,3.9456,3.9456,ETD
2019-09-10 07:26:43.008000000,Evgeny krotkov,37.152,12.2544,12.2544,ETD
2019-03-16 14:06:44.064000000,Yves jongen,-0.144,3.024,3.024,ETD
2018-08-22 11:11:24.864000000,Tomasz popajewski,8.496,4.0752,4.0752,ETD
2018-08-15 08:31:08.543999744,Yenal ogmen,3.6,1.9872,1.9872,ETD
2018-08-01 03:31:51.168000000,Wonseok kang,14.976,1.8144,1.8144,ETD
2018-06-19 11:48:09.791999744,Yves jongen,3.024,1.3248,1.3248,ETD
2018-06-19 11:10:07.967999744,Marc bretton,-34.992,0.864,0.864,ETD
2018-05-18 12:03:30.815999744,F. lomoz,-2.736,12.2976,12.2976,ETD
2018-05-18 12:00:17.280000256,Yves jongen,-5.904,1.7712,1.7712,ETD
2018-05-07 20:14:14.208000256,Joe garlitz,1.008,2.16,2.16,ETD
2016-07-26 11:26:55.392000256,Marc bretton,4.464,1.3392,1.3392,ETD
2016-06-24 11:39:41.760000000,Marc bretton,-3.888,2.6352,2.6352,ETD
2014-04-27 12:21:25.632000256,Carreño a.,-2.736,5.3136,5.3136,ETD
2014-04-27 11:35:05.280000000,Matthieu bachschmidt,-49.104,73.9728,73.9728,ETD
2014-04-20 10:20:02.976000256,Ivan sergey,31.104,33.7824,33.7824,ETD
2013-06-29 10:17:16.223999744,Ayiomamitis a.,-6.336,2.6208,2.6208,ETD
2013-03-21 22:13:41.952000256,"Logan v., lewis k.",4.464,1.5264,1.5264,ETD
2012-08-06 11:08:11.328000000,"Mravik j., grnja j.",-11.232,11.9664,11.9664,ETD
2012-05-02 12:26:06.431999744,Horta f. g.,3.456,5.9328,5.9328,ETD
2011-08-27 17:42:06.912000000,Shadic s.,-4.752,1.4688,1.4688,ETD
2011-06-24 18:48:55.007999744,Singh p.,19.872,7.4304,7.4304,ETD
2011-06-03 10:47:46.176000000,Brát l.,4.608,2.4048,2.4048,ETD
2010-09-27 16:08:31.776000256,Wiggins p.,1.152,4.104,4.104,ETD
2010-09-20 13:33:46.368000000,Patrick wiggins,1.728,14.7024,14.7024,ETD
2010-09-02 19:07:34.751999744,Wiggins p.,3.888,2.4768,2.4768,ETD
2010-08-01 19:21:40.608000000,Hose k.,-3.168,2.8224,2.8224,ETD
2010-07-25 16:37:07.680000256,Wiggins p.,-12.384,8.7552,8.7552,ETD
2010-07-11 11:42:09.503999744,Trnka j.,3.168,5.5584,5.5584,ETD
2010-05-22 17:34:10.847999744,Brian tieman,2.448,3.5712,3.5712,ETD
2010-05-04 23:01:09.004800256,Tucker et al. 2011,-2.304,1.5106,1.5106,ETD
2010-04-27 20:29:06.460800000,Tucker et al. 2011,0.864,0.887,0.887,ETD
2010-04-06 12:39:28.224000256,Trnka j.,-2.736,2.3904,2.3904,ETD
2010-04-06 12:35:40.992000000,Lomoz f.,-6.624,8.8992,8.8992,ETD
2009-09-08 20:24:25.919999744,Wiggins,3.744,6.48,6.48,ETD
2009-08-11 09:50:58.560000000,Srdoc,-8.496,3.024,3.024,ETD
2009-07-31 17:58:21.504000000,Tieman b.,-8.064,5.2992,5.2992,ETD
2009-07-17 13:01:38.784000000,Branco r.,5.76,7.416,7.416,ETD
2009-07-17 12:58:36.479999744,Naves,2.736,5.472,5.472,ETD
2009-06-29 18:26:55.680000000,Norby,-0.576,2.304,2.304,ETD
2009-05-07 11:02:36.960000000,Trnka j.,-0.144,2.016,2.016,ETD
2009-05-03 21:47:21.350400000,Tucker et al. 2011,2.304,1.6387,1.6387,ETD
2009-04-26 19:08:24.000000000,Dvorak,-1.44,2.736,2.736,ETD
2009-04-12 14:03:59.040000000,Gregorio,4.896,2.736,2.736,ETD
2009-04-12 14:03:37.440000256,Trnka j.,4.464,3.4848,3.4848,ETD
2009-04-01 22:05:12.624000000,Tucker et al. 2011,-1.008,0.7085,0.7085,ETD
2008-06-10 22:44:02.313599744,Tucker et al. 2011,3.168,1.5206,1.5206,ETD
2008-05-20 14:48:11.520000256,Roe,-6.768,9.648,9.648,ETD
2008-05-02 20:28:10.559999744,Fote,1.584,1.44,1.44,ETD
2007-10-13 06:41:54.240000000,Vanmuster,1.584,3.6,3.6,ETD
2007-09-25 12:30:31.680000256,Hentunen,18.432,7.2,7.2,ETD
2007-08-24 12:34:33.599999744,Gregorio,1.44,7.2,7.2,ETD
2007-05-09 21:44:05.567999744,Sozzetti et al 2009,0.576,1.5926,1.5926,ETD
2007-05-09 21:43:37.920000000,Mandushe et al 2007,0.144,0.72,0.72,ETD
2007-05-09 21:43:04.483199744,Sozzetti et al 2009,-0.432,0.9446,0.9446,ETD
2007-05-02 19:07:59.376000000,Sozzetti et al 2009,-0.288,1.2197,1.2197,ETD
