observer,oc,oceu,ocel,date,source
Mario morales,-9.936,3.7008,3.7008,2021-08-20 10:03:59.615999744,ETD
Didier Laloum,-2.9,4.3,4.3,2021-08-20 10:03:23.942433024,ExoClock observation
Mario Morales Aimar,-5.8,5.8,5.8,2021-08-20 10:00:29.942411264,ExoClock observation
Carmelo Falco,-3.3,2.3,2.3,2021-05-24 11:50:09.510706432,ExoClock observation
John Savage,6.0,2.6,2.6,2021-04-17 11:28:47.329006848,ExoClock observation
David Wright,1.6,5.8,5.8,2021-02-25 13:42:13.079065344,ExoClock observation
"K. hoňková, m. tylšar",-26.064,25.1856,25.1856,2020-09-07 07:59:34.655999744,ETD
Dim Stouraitis,4.2,4.3,4.3,2020-07-18 10:40:47.988478720,ExoClock observation
Jacques Michelet,0.6,2.2,2.2,2020-07-18 10:37:11.988483584,ExoClock observation
Mauro Caló,-2.9,3.3,3.3,2020-07-18 10:33:41.988496128,ExoClock observation
Yves jongen,-26.496,2.6352,2.6352,2020-07-18 10:16:51.168000000,ETD
F. lomoz,-29.376,4.0176,4.0176,2020-06-11 09:43:13.727999744,ETD
Alberto garcía sánchez,1.584,1.8,1.8,2020-05-28 13:02:43.583999744,ETD
Manfred raetz,-2.88,2.5776,2.5776,2020-05-28 12:58:15.743999744,ETD
Manfred Raetz,-1.1,5.8,5.8,2020-05-28 12:53:19.738588928,ExoClock observation
Jean plazas,-28.8,12.0528,12.0528,2020-04-07 14:50:02.976000256,ETD
Josep gaitan,10.8,19.1232,19.1232,2019-09-12 09:36:43.200000256,ETD
Manfred raetz,-7.344,1.6128,1.6128,2019-07-23 11:36:14.400000256,ETD
Mario Morales Aimar,-2.9,2.7,2.7,2019-07-23 11:34:40.216370432,ExoClock observation
Mario morales,-13.824,2.952,2.952,2019-07-23 11:29:44.736000256,ETD
Matúš kamenec,20.592,40.3632,40.3632,2017-08-14 11:16:07.392000256,ETD
David molina,-1.152,2.4336,2.4336,2017-07-08 10:23:42.431999744,ETD
Wonseok kang,-9.936,1.3536,1.3536,2017-04-02 05:54:13.536000256,ETD
Wonseok kang,-10.224,1.7856,1.7856,2017-04-02 05:53:51.072000256,ETD
"Dittler, ullrich",-5.76,2.3328,2.3328,2015-10-27 07:44:04.992000000,ETD
Benni p.,2.736,2.3616,2.3616,2014-05-31 15:45:59.616000000,ETD
"Mravik j., grnja j.",0.432,9.504,9.504,2013-08-22 08:49:10.272000000,ETD
Shadic s.,-7.344,3.528,3.528,2013-02-08 23:59:59.135999744,ETD
Centenera f.,3.168,2.9232,2.9232,2012-08-26 09:52:08.543999744,ETD
Naves r.,0.576,1.4688,1.4688,2012-07-06 12:07:20.640000256,ETD
Gonzalez j.,-10.512,1.9872,1.9872,2012-02-18 16:00:57.311999744,ETD
Marek p.,4.176,4.5936,4.5936,2011-08-31 10:53:22.272000000,ETD
Ayiomamitis a.,2.16,1.656,1.656,2011-06-18 09:49:53.760000000,ETD
Toni scarmato,0.72,6.5376,6.5376,2011-06-18 09:48:29.952000000,ETD
Scarmato t.,-6.336,5.544,5.544,2011-05-12 09:10:35.904000256,ETD
Dvorak s.,-18.0,3.5568,3.5568,2011-05-07 17:55:10.560000000,ETD
Shawn dvorak,-2.448,5.3424,5.3424,2011-03-17 20:28:22.656000256,ETD
Zibar m.,3.312,3.3552,3.3552,2011-03-08 14:26:30.335999744,ETD
Garlitz i.,3.024,4.0896,4.0896,2010-08-07 17:29:23.136000000,ETD
Haagen g. v.,-0.432,3.0528,3.0528,2010-08-07 17:25:54.911999744,ETD
Hose k.,-3.6,1.6848,1.6848,2010-07-24 20:11:11.904000000,ETD
Garlitz i.,-3.744,7.6464,7.6464,2010-06-17 19:40:22.080000000,ETD
Nascimbeni et al. 2011,0.6,0.4,0.4,2010-03-12 15:25:03.426244864,ExoClock literature
Nascimbeni et al. 2011,1.584,0.4464,0.4464,2010-03-12 15:25:00.768000000,ETD
Torres et al. 2010,-1.9,1.3,1.3,2009-05-15 20:13:21.949475584,ExoClock literature
Torres et al. 2010,-0.4,1.6,1.6,2009-04-08 19:44:11.767699456,ExoClock literature
Torres et al. 2010,0.7,1.2,1.2,2009-03-25 22:33:47.699549440,ExoClock literature
Torres et al. 2010,-0.8,0.7,0.7,2009-02-12 06:57:47.495092736,ExoClock literature
G. torres et al. 2010,0.0,0.6768,0.6768,2009-02-12 06:56:42.432000256,ETD
Torres et al. 2010,-2.8,3.9,3.9,2009-02-03 00:48:07.449596928,ExoClock literature
