date,observer,oc,oce,source
2021-09-01,Manfred Raetz,-0.9,1.9,ExoClock observation
2021-07-24,Carmelo Falco,1.3,2.0,ExoClock observation
2021-07-19,Martin Crow,-2.5,4.3,ExoClock observation
2021-04-23,Martin Crow,3.9,4.3,ExoClock observation
2020-08-06,Adrian Jones,0.2,2.7,ExoClock observation
2020-08-02,Carmelo Falco,-1.8,1.7,ExoClock observation
2020-06-23,Danilo Sedita,2.2,2.7,ExoClock observation
2020-06-23,Mauro Cal\xc3\xb3,0.5,5.8,ExoClock observation
2017-09-25,Murgas et al. 2019,1.3,0.3,ExoClock literature
2016-08-30,Murgas et al. 2019,0.1,0.3,ExoClock literature
2012-10-18,Tsiaras et al. 2018,-0.3,0.1,ExoClock literature
2011-05-14,Sada et al. 2012,1.7,1.5,ExoClock literature
2010-06-01,Sada et al. 2012,-2.3,0.8,ExoClock literature
2008-05-19,Bakos et al. 2010,0.6,0.5,ExoClock literature
