observer,oc,oceu,ocel,date,source
Yves Jongen,7.1,1.0,1.0,2021-06-12 12:37:52.005097472,ExoClock observation
Yves jongen,-37.008,1.0368,1.0368,2021-06-12 12:36:18.144000000,ETD
Yves Jongen,6.6,1.2,1.2,2021-03-29 14:18:57.507824640,ExoClock observation
Yves jongen,-36.864,1.1664,1.1664,2021-03-29 14:17:13.055999744,ETD
Yves Jongen,6.1,1.2,1.2,2021-03-22 18:49:30.735324928,ExoClock observation
Yves jongen,-36.288,1.1088,1.1088,2021-03-22 18:48:48.096000000,ETD
F. lomoz,7.344,4.4928,4.4928,2020-04-09 09:52:27.552000000,ETD
F. lomoz,-1.44,6.1632,6.1632,2020-04-09 09:43:38.784000256,ETD
Phil Evans,2.0,1.2,1.2,2020-04-02 13:40:12.566381568,ExoClock observation
František lomoz,-4.32,2.6496,2.6496,2016-03-16 10:14:51.936000000,ETD
František lomoz,-19.008,3.4128,3.4128,2016-03-16 10:00:15.840000000,ETD
Phil evans,-6.192,2.448,2.448,2015-03-17 23:50:33.215999744,ETD
Evans p.,-17.424,1.9872,1.9872,2014-05-18 20:37:58.943999744,ETD
František lomoz,-8.64,16.8192,16.8192,2014-02-12 12:00:33.696000000,ETD
František lomoz,-13.968,6.3216,6.3216,2014-02-12 11:55:16.608000256,ETD
Sing et al. 2015,1.0,0.6,0.6,2013-03-19 03:02:00.955167744,ExoClock literature
Sing et al. 2015,0.4,0.5,0.5,2013-03-08 21:47:59.796449792,ExoClock literature
Sing et al. 2015,-0.5,0.6,0.6,2012-07-10 02:09:30.373423360,ExoClock literature
Sing et al. 2015,0.1,0.5,0.5,2012-06-26 11:12:12.828466688,ExoClock literature
Sing et al. 2015,0.2,0.7,0.7,2012-05-13 04:34:09.807375616,ExoClock literature
Evans p.,-9.216,1.3104,1.3104,2012-04-15 22:36:14.112000256,ETD
Curtis i.,-7.92,4.1184,4.1184,2011-03-28 01:48:01.727999744,ETD
"Dragomir et al., 2011",-3.312,2.016,2.016,2011-01-25 18:31:32.160000000,ETD
Dragomir et al. 2011,-0.7,2.0,2.0,2011-01-25 18:31:30.119983360,ExoClock literature
Anderson et al. 2011,-0.4,0.4,0.4,2009-12-26 16:32:55.316168448,ExoClock literature
"D. r. anderson et al., 2010",0.0,0.432,0.432,2009-12-23 06:47:13.920000000,ETD
